,drugbank_id,drugbank_name,pubchem_id,stitch_id_flat,umls_cui_from_label,method,concept_name,meddra_type,umls_cui_from_meddra,meddra_name
179,DB00159,Icosapent,56842239,CID156842239,C0020676,text_mention,Hypothyroidism,PT,C0020676,Hypothyroidism
180,DB00159,Icosapent,56842239,CID156842239,C0028754,text_mention,Obesity,PT,C0028754,Obesity
181,DB00159,Icosapent,56842239,CID156842239,C0030305,text_mention,Pancreatitis,PT,C0030305,Pancreatitis
182,DB00159,Icosapent,56842239,CID156842239,C0043096,text_mention,Body Weight decreased,PT,C0043096,Weight decreased
183,DB00162,Vitamin A,1071,CID100001071,C0001144,NLP_indication,Acne Vulgaris,PT,C0702166,Acne
184,DB00162,Vitamin A,1071,CID100001071,C0003123,text_mention,Anorexia,PT,C0232462,Decreased appetite
185,DB00162,Vitamin A,1071,CID100001071,C0024523,text_mention,Malabsorption Syndrome,PT,C0024523,Malabsorption
186,DB00162,Vitamin A,1071,CID100001071,C0027497,text_mention,Nausea,PT,C0027497,Nausea
187,DB00162,Vitamin A,1071,CID100001071,C0038238,text_mention,Steatorrhea,PT,C0038238,Steatorrhoea
188,DB00162,Vitamin A,1071,CID100001071,C0042842,NLP_indication,Vitamin A Deficiency,PT,C0042842,Vitamin A deficiency
189,DB00162,Vitamin A,1071,CID100001071,C0042963,text_mention,Vomiting,PT,C0042963,Vomiting
190,DB00165,Pyridoxine,1054,CID100001054,C0002871,NLP_indication,Anemia,PT,C0002871,Anaemia
191,DB00165,Pyridoxine,1054,CID100001054,C0002896,text_mention,Sideroblastic anemia,PT,C0002896,Sideroblastic anaemia
192,DB00165,Pyridoxine,1054,CID100001054,C0003123,text_mention,Anorexia,PT,C0232462,Decreased appetite
193,DB00165,Pyridoxine,1054,CID100001054,C0011603,text_mention,Dermatitis,PT,C0011603,Dermatitis
194,DB00165,Pyridoxine,1054,CID100001054,C0019880,NLP_indication,Homocystinuria,PT,C0019880,Homocystinuria
195,DB00165,Pyridoxine,1054,CID100001054,C0020500,NLP_indication,Hyperoxaluria,PT,C0020500,Hyperoxaluria
196,DB00165,Pyridoxine,1054,CID100001054,C0025521,text_mention,Inborn Errors of Metabolism,PT,C0025521,Inborn error of metabolism
197,DB00165,Pyridoxine,1054,CID100001054,C0027497,text_mention,Nausea,PT,C0027497,Nausea
198,DB00165,Pyridoxine,1054,CID100001054,C0027813,text_mention,Neuritis,PT,C0027813,Neuritis
199,DB00165,Pyridoxine,1054,CID100001054,C0027813,text_mention,Neuritis,PT,C0031117,Neuropathy peripheral
200,DB00165,Pyridoxine,1054,CID100001054,C0036572,text_mention,Seizures,PT,C0036572,Convulsion
201,DB00165,Pyridoxine,1054,CID100001054,C0042963,text_mention,Vomiting,PT,C0042963,Vomiting
202,DB00165,Pyridoxine,1054,CID100001054,C0221264,text_mention,Cheilosis,PT,C0221264,Cheilosis
203,DB00165,Pyridoxine,1054,CID100001054,C0235031,text_mention,Neurologic Symptoms,PT,C0235031,Neurological symptom
204,DB00165,Pyridoxine,1054,CID100001054,C0936215,NLP_indication,Vitamin B 6 Deficiency,PT,C0936215,Vitamin B6 deficiency
205,DB00165,Pyridoxine,1054,CID100001054,C1527330,NLP_indication,Pyridoxine Deficiency,PT,C0936215,Vitamin B6 deficiency
206,DB00169,Cholecalciferol,23682309,CID123682309,C0029456,NLP_indication,Osteoporosis,PT,C0029456,Osteoporosis
207,DB00169,Cholecalciferol,2735,CID100002735,C0029456,NLP_indication,Osteoporosis,PT,C0029456,Osteoporosis
208,DB00175,Pravastatin,4889,CID100004889,C0001973,text_mention,"Alcoholic Intoxication, Chronic",PT,C0001973,Alcoholism
209,DB00175,Pravastatin,4889,CID100004889,C0001973,text_mention,"Alcoholic Intoxication, Chronic",PT,C0085762,Alcohol abuse
210,DB00175,Pravastatin,4889,CID100004889,C0002965,NLP_indication,"Angina, Unstable",PT,C0002965,Angina unstable
211,DB00175,Pravastatin,4889,CID100004889,C0002965,NLP_indication,"Angina, Unstable",PT,C0002962,Angina pectoris
212,DB00175,Pravastatin,4889,CID100004889,C0004153,NLP_indication,Atherosclerosis,PT,C0003850,Arteriosclerosis
213,DB00175,Pravastatin,4889,CID100004889,C0007222,NLP_indication,Cardiovascular Diseases,PT,C0007222,Cardiovascular disorder
214,DB00175,Pravastatin,4889,CID100004889,C0007273,text_mention,Carotid Artery Diseases,PT,C0007273,Carotid artery disease
215,DB00175,Pravastatin,4889,CID100004889,C0007787,text_mention,Transient Ischemic Attack,PT,C0007787,Transient ischaemic attack
216,DB00175,Pravastatin,4889,CID100004889,C0010054,text_mention,Coronary Arteriosclerosis,PT,C0010054,Arteriosclerosis coronary artery
217,DB00175,Pravastatin,4889,CID100004889,C0010068,NLP_indication,Coronary heart disease,PT,C1956346,Coronary artery disease
218,DB00175,Pravastatin,4889,CID100004889,C0011849,text_mention,Diabetes Mellitus,PT,C0011849,Diabetes mellitus
219,DB00175,Pravastatin,4889,CID100004889,C0020443,NLP_indication,Hypercholesterolemia,PT,C0020443,Hypercholesterolaemia
220,DB00175,Pravastatin,4889,CID100004889,C0020445,text_mention,"Hypercholesterolemia, Familial",PT,C0745103,Type IIa hyperlipidaemia
221,DB00175,Pravastatin,4889,CID100004889,C0020445,text_mention,"Hypercholesterolemia, Familial",PT,C0020445,Type II hyperlipidaemia
222,DB00175,Pravastatin,4889,CID100004889,C0020473,text_mention,Hyperlipidemia,PT,C0020473,Hyperlipidaemia
223,DB00175,Pravastatin,4889,CID100004889,C0020476,text_mention,Hyperlipoproteinemias,PT,C0020473,Hyperlipidaemia
224,DB00175,Pravastatin,4889,CID100004889,C0020479,NLP_indication,Hyperlipoproteinemia Type III,PT,C0020479,Type III hyperlipidaemia
225,DB00175,Pravastatin,4889,CID100004889,C0020538,text_mention,Hypertensive disease,PT,C0020538,Hypertension
226,DB00175,Pravastatin,4889,CID100004889,C0020676,text_mention,Hypothyroidism,PT,C0020676,Hypothyroidism
227,DB00175,Pravastatin,4889,CID100004889,C0023895,text_mention,Liver diseases,PT,C0151763,Hepatocellular injury
228,DB00175,Pravastatin,4889,CID100004889,C0023895,text_mention,Liver diseases,PT,C0023895,Liver disorder
