Label_ID,From,To,Type,Annotation,Context,DO_ID,Drug,DrugName,Disease
31c20a55-52f0-4788-9024-6576d475ab54.xml,286,291,PREF,ASTHMA,"
                           |PULMICORT RESPULES|®|
                           |
                              |•|1|
                           |Limitations of Use: |Not indicated for the relief of acute bronchospasm (|1|PULMICORT RESPULES is indicated for the maintenance treatment of asthma and as prophylactic therapy in children 12 months to 8 years of age. |Limitations of Use: |
                           |
                              |•",DOID:2841,DB01222,BUDESONIDE,C0004096
408e04dd-8b86-44f0-acd7-38b77571a302.xml,246,251,PREF,ASTHMA,"['Intravenous theophylline is indicated as an adjunct to inhaled beta-2 selective agonists and systemically administered corticosteroids for the treatment of acute exacerbations of the symptoms and reversible airflow obstruction associated with asthma and other chronic lung diseases, e.g., emphysema and chronic bronchitis.', None, None]",DOID:2841,DB00277,THEOPHYLLINE ANHYDROUS,C0004096
408e04dd-8b86-44f0-acd7-38b77571a302.xml,246,251,PREF,ASTHMA,"['Intravenous theophylline is indicated as an adjunct to inhaled beta-2 selective agonists and systemically administered corticosteroids for the treatment of acute exacerbations of the symptoms and reversible airflow obstruction associated with asthma and other chronic lung diseases, e.g., emphysema and chronic bronchitis.', None, None]",DOID:2841,DB00277,THEOPHYLLINE ANHYDROUS,C0038218
79fbfd7c-6b29-466c-8e65-015be1652aea.xml,2223,2228,PREF,ASTHMA,"Flo-Pred (prednisolone acetate oral suspension) is indicated in the treatment of the following diseases or conditions:|Flo-Pred is a corticosteroid indicated|
                           |as an anti-inflammatory or immunosuppressive agent for certain allergic, dermatologic, gastrointestinal, hematologic, ophthalmologic, nervous system, renal, respiratory, rheumatologic, specific infectious diseases or conditions and organ transplantation (|1|for the treatment of certain endocrine conditions (|1|for palliation of certain neoplastic conditions (|1|Control of severe or incapacitating allergic conditions intractable to adequate trials of conventional treatment in adults and pediatric populations with:|
                           |Atopic dermatitis|Drug hypersensitivity reactions|Seasonal or perennial allergic rhinitis|Serum sickness|
                           |Bullous dermatitis herpetiformis|Contact dermatitis|Exfoliative erythroderma|Mycosis fungoides|Pemphigus|Severe erythema multiforme (Stevens-Johnson syndrome)|
                           |Congenital adrenal hyperplasia|Hypercalcemia of malignancy|Nonsuppurative thyroiditis|Primary or secondary adrenocortical insufficiency: hydrocortisone or cortisone is the first choice: synthetic analogs may be used in conjunction with mineralocorticoids where applicable|During acute episodes in:|
                           |Crohn's Disease|Ulcerative colitis|
                           |Acquired (autoimmune) hemolytic anemia|Diamond-Blackfan anemia|Idiopathic thrombocytopenic purpura in adults|Pure red cell aplasia|Secondary thrombocytopenia in adults|For the treatment of:|
                           |Acute leukemia|Aggressive lymphomas|
                           |Acute exacerbations of multiple sclerosis|Cerebral edema associated with primary or metastatic brain tumor, craniotomy or head injury|
                           |Sympathetic ophthalmia|Uveitis and ocular inflammatory conditions unresponsive to topical steroids|
                           |Acute or chronic solid organ rejection|
                           |Acute exacerbations of chronic obstructive pulmonary disease (COPD)|Allergic bronchopulmonary aspergillosis|Aspiration pneumonitis|Asthma|Fulminating or disseminated pulmonary tuberculosis when used concurrently with appropriate chemotherapy|Hypersensitivity pneumonitis|Idiopathic bronchiolitis obliterans with organizing pneumonia|Idiopathic eosinophilic pneumonias|Idiopathic pulmonary fibrosis|Pneumocystis carinii pneumonia (PCP) associated with hypoxemia occurring in an HIV(+) individual who is also under treatment with appropriate anti-PCP antibiotics.|Symptomatic sarcoidosis|
                           |To induce a diuresis or remission of proteinuria in nephrotic syndrome, without uremia, of the idiopathic type or that due to lupus erythematosus|As adjunctive therapy for short-term administration (to tide the patient over an acute episode or exacerbation) in:|
                           |Acute gouty arthritis|During an exacerbation or as maintenance therapy in selected cases of:|
                           |Ankylosing spondylitis|Dermatomyositis/polymyositis|Polymyalgia rheumatica|Psoriatic arthritis|Relapsing polychondritis|Rheumatoid arthritis, including juvenile rheumatoid arthritis (selected cases may require low dose maintenance therapy)|Sjogren's syndrome|Systemic lupus erythematosus|Vasculitis|
                           |Trichinosis with neurologic or myocardial involvement.|Tuberculous meningitis with subarachnoid block or impending block used concurrently with appropriate antituberculous chemotherapy.",DOID:2841,DB00860,prednisolone,C0004096
79fbfd7c-6b29-466c-8e65-015be1652aea.xml,2223,2228,PREF,ASTHMA,"Flo-Pred (prednisolone acetate oral suspension) is indicated in the treatment of the following diseases or conditions:|Flo-Pred is a corticosteroid indicated|
                           |as an anti-inflammatory or immunosuppressive agent for certain allergic, dermatologic, gastrointestinal, hematologic, ophthalmologic, nervous system, renal, respiratory, rheumatologic, specific infectious diseases or conditions and organ transplantation (|1|for the treatment of certain endocrine conditions (|1|for palliation of certain neoplastic conditions (|1|Control of severe or incapacitating allergic conditions intractable to adequate trials of conventional treatment in adults and pediatric populations with:|
                           |Atopic dermatitis|Drug hypersensitivity reactions|Seasonal or perennial allergic rhinitis|Serum sickness|
                           |Bullous dermatitis herpetiformis|Contact dermatitis|Exfoliative erythroderma|Mycosis fungoides|Pemphigus|Severe erythema multiforme (Stevens-Johnson syndrome)|
                           |Congenital adrenal hyperplasia|Hypercalcemia of malignancy|Nonsuppurative thyroiditis|Primary or secondary adrenocortical insufficiency: hydrocortisone or cortisone is the first choice: synthetic analogs may be used in conjunction with mineralocorticoids where applicable|During acute episodes in:|
                           |Crohn's Disease|Ulcerative colitis|
                           |Acquired (autoimmune) hemolytic anemia|Diamond-Blackfan anemia|Idiopathic thrombocytopenic purpura in adults|Pure red cell aplasia|Secondary thrombocytopenia in adults|For the treatment of:|
                           |Acute leukemia|Aggressive lymphomas|
                           |Acute exacerbations of multiple sclerosis|Cerebral edema associated with primary or metastatic brain tumor, craniotomy or head injury|
                           |Sympathetic ophthalmia|Uveitis and ocular inflammatory conditions unresponsive to topical steroids|
                           |Acute or chronic solid organ rejection|
                           |Acute exacerbations of chronic obstructive pulmonary disease (COPD)|Allergic bronchopulmonary aspergillosis|Aspiration pneumonitis|Asthma|Fulminating or disseminated pulmonary tuberculosis when used concurrently with appropriate chemotherapy|Hypersensitivity pneumonitis|Idiopathic bronchiolitis obliterans with organizing pneumonia|Idiopathic eosinophilic pneumonias|Idiopathic pulmonary fibrosis|Pneumocystis carinii pneumonia (PCP) associated with hypoxemia occurring in an HIV(+) individual who is also under treatment with appropriate anti-PCP antibiotics.|Symptomatic sarcoidosis|
                           |To induce a diuresis or remission of proteinuria in nephrotic syndrome, without uremia, of the idiopathic type or that due to lupus erythematosus|As adjunctive therapy for short-term administration (to tide the patient over an acute episode or exacerbation) in:|
                           |Acute gouty arthritis|During an exacerbation or as maintenance therapy in selected cases of:|
                           |Ankylosing spondylitis|Dermatomyositis/polymyositis|Polymyalgia rheumatica|Psoriatic arthritis|Relapsing polychondritis|Rheumatoid arthritis, including juvenile rheumatoid arthritis (selected cases may require low dose maintenance therapy)|Sjogren's syndrome|Systemic lupus erythematosus|Vasculitis|
                           |Trichinosis with neurologic or myocardial involvement.|Tuberculous meningitis with subarachnoid block or impending block used concurrently with appropriate antituberculous chemotherapy.",DOID:2841,DB00860,prednisolone,C0038218
81bce60c-9786-74f5-e053-2a91aa0ade0d.xml,135,140,PREF,ASTHMA,Terbutaline sulfate injection is indicated for the prevention and reversal of bronchospasm in patients 12 years of age and older with asthma and reversible bronchospasm associated with bronchitis and emphysema.,DOID:2841,DB00871,TERBUTALINE,C0004096
8dce022f-3b33-4a0a-85e5-c2bc460e2f7a.xml,95,100,PREF,ASTHMA,"['Zileuton Extended-Release Tablets is indicated for the prophylaxis and chronic treatment of asthma in adults and children 12 years of age and older.', 'Zileuton Extended-Release Tablets are not indicated for use in the reversal of bronchospasm in acute asthma attacks. Therapy with Zileuton Extended-Release Tablets can be continued during acute exacerbations of asthma.', '\n                           ', None, '1', '\n                           ', None, '1']",DOID:2841,DB00744,ZILEUTON,C0155877
8dce022f-3b33-4a0a-85e5-c2bc460e2f7a.xml,95,100,PREF,ASTHMA,"['Zileuton Extended-Release Tablets is indicated for the prophylaxis and chronic treatment of asthma in adults and children 12 years of age and older.', 'Zileuton Extended-Release Tablets are not indicated for use in the reversal of bronchospasm in acute asthma attacks. Therapy with Zileuton Extended-Release Tablets can be continued during acute exacerbations of asthma.', '\n                           ', None, '1', '\n                           ', None, '1']",DOID:2841,DB00744,ZILEUTON,C0155880
b5fb9efb-3369-e1f9-384c-bd22e8ecad92.xml,80,85,PREF,ASTHMA,Zafirlukast tablets are indicated for the prophylaxis and chronic treatment of asthma in adults and children 5 years of age and older.,DOID:2841,DB00549,Zafirlukast,C0004096
e24036b4-3230-3d1b-fe8f-2ad26e0f292a.xml,323,328,PREF,ASTHMA,"['SPIRIVA RESPIMAT is an anticholinergic\nindicated for:', '\n                           ', 'The long-term, once-daily, maintenance treatment of bronchospasm\nassociated with chronic obstructive pulmonary disease (COPD), and\nfor reducing COPD exacerbations (', '1.1', 'The long-term, once-daily, maintenance treatment of asthma\nin patients 6 years of age and older ', '(1.2', 'Limitation of Use:', '\n                           ', 'Not indicated for relief of acute bronchospasm (', '1.1', '1.2', '5.1', 'SPIRIVA RESPIMAT (tiotropium bromide) is\nindicated for the long-term, once-daily, maintenance treatment of\nbronchospasm associated with chronic obstructive pulmonary disease\n(COPD), including chronic bronchitis and emphysema.  SPIRIVA RESPIMAT\nis indicated to reduce exacerbations in COPD patients.', 'Important Limitation of Use:', None, 'SPIRIVA RESPIMAT is a bronchodilator indicated for the long-term,\nonce-daily, maintenance treatment of asthma in patients 6 years of\nage and older.', 'Important\nLimitation of Use:', None]",DOID:2841,DB01409,TIOTROPIUM,C0004096
