Annotation,Context,DO_ID,Disease,Drug,DrugName,From,Label_ID,Prob,To,Type
HYPERTENSION,"Metolazone tablets, USP, are indicated for the treatment of salt and water retention including:|
                     |edema accompanying congestive heart failure;|edema accompanying renal diseases, including the nephrotic syndrome and states of diminished renal function.|Metolazone tablets, USP, are also indicated for the treatment of hypertension, alone or in combination with other antihypertensive drugs of a different class. MYKROX Tablets, a more rapidly available form of metolazone, are intended for the treatment of new patients with mild to moderate hypertension. A dose titration is necessary if MYKROX Tablets are to be substituted for metolazone tablets, USP, in the treatment of hypertension. See package circular for MYKROX Tablets.|The routine use of diuretics in an otherwise healthy woman is inappropriate and exposes mother and fetus to unnecessary hazard. Diuretics do not prevent development of toxemia of pregnancy, and there is no evidence that they are useful in the treatment of developed toxemia.|Edema during pregnancy may arise from pathologic causes or from the physiologic and mechanical consequences of pregnancy. Metolazone tablets, USP, are indicated in pregnancy when edema is due to pathologic causes, just as it is in the absence of pregnancy (see |PRECAUTIONS",DOID:10763,C0020545,DB00524,METOLAZONE,339,22f5b2fc-7770-4484-8799-9c5fcbb36d12.xml,0.29,350,PREF
HYPERTENSION,"Doxazosin tablets are an alpha|1|
                           |Signs and symptoms of Benign Prostatic Hyperplasia (BPH)|Treatment of Hypertension|Doxazosin tablets are indicated for the treatment of the signs and symptoms of BPH.|Doxazosin tablets are indicated for the treatment of hypertension, to lower blood pressure. Lowering blood pressure reduces the risk of fatal and nonfatal cardiovascular events, primarily strokes and myocardial infarctions. These benefits have been seen in controlled trials of antihypertensive drugs from a wide variety of pharmacologic classes, including this drug.|Control of high blood pressure should be part of comprehensive cardiovascular risk management, including, as appropriate, lipid control, diabetes management, antithrombotic therapy, smoking cessation, exercise, and limited sodium intake. Many patients will require more than one drug to achieve blood pressure goals. For specific advice on goals and management, see published guidelines, such as those of the National High Blood Pressure Education Program’s Joint National Committee on Prevention, Detection, Evaluation, and Treatment of High Blood Pressure (JNC).|Numerous antihypertensive drugs, from a variety of pharmacologic classes and with different mechanisms of action, have been shown in randomized controlled trials to reduce cardiovascular morbidity and mortality, and it can be concluded that it is blood pressure reduction, and not some other pharmacologic property of the drugs, that is largely responsible for those benefits. The largest and most consistent cardiovascular outcome benefit has been a reduction in the risk of stroke, but reductions in myocardial infarction and cardiovascular mortality also have been seen regularly.|Elevated systolic or diastolic pressure causes increased cardiovascular risk, and the absolute risk increase per mmHg is greater at higher blood pressures, so that even modest reductions of severe hypertension can provide substantial benefit. Relative risk reduction from blood pressure reduction is similar across populations with varying absolute risk, so the absolute benefit is greater in patients who are at higher risk independent of their hypertension (for example, patients with diabetes or hyperlipidemia), and such patients would be expected to benefit from more aggressive treatment to a lower blood pressure goal.|Some antihypertensive drugs have smaller blood pressure effects (as monotherapy) in black patients, and many antihypertensive drugs have additional approved indications and effects (e.g., on angina, heart failure, or diabetic kidney disease). These considerations may guide selection of therapy.|Doxazosin tablets may be used alone or in combination with other antihypertensives.",DOID:10763,C0013537,DB00590,DOXAZOSIN,133,0a92adb4-f4c6-45d4-aaa6-66032a01cf17.xml,0.29,144,PREF
GOUT,"
                     |ULORIC is a xanthine oxidase (XO) inhibitor indicated for the chronic management of hyperuricemia in adult patients with gout who have an inadequate response to a maximally titrated dose of allopurinol, who are intolerant to allopurinol, or for whom treatment with allopurinol is not advisable.|
                     |For the safe and effective use of allopurinol, see allopurinol prescribing information.|ULORIC is a xanthine oxidase (XO) inhibitor indicated for the chronic management of hyperuricemia in adult patients with gout who have an inadequate response to a maximally titrated dose of allopurinol, who are intolerant to allopurinol, or for whom treatment with allopurinol is not advisable. (|1|For the safe and effective use of allopurinol, see allopurinol prescribing information.|
                           |Limitations of Use|ULORIC is not recommended for the treatment of asymptomatic hyperuricemia. (|1|
                           |
                              |Limitations of Use|ULORIC is not recommended for the treatment of asymptomatic hyperuricemia.",DOID:13189,C0003868,DB04854,febuxostat,145,bedec8b0-4f44-4f6e-b1b4-7289ebb09848.xml,0.29,148,PREF
HYPERTENSION,"[None, 'Bimatoprost ophthalmic solution, 0.03% is indicated for the reduction of elevated intraocular pressure in patients with open angle glaucoma or ocular hypertension.', 'Bimatoprost ophthalmic solution, 0.03% is a prostaglandin analog indicated for the reduction of elevated intraocular pressure in patients with open angle glaucoma or ocular hypertension.']",DOID:10763,C0020545,DB00905,BIMATOPROST,159,bb539c8f-cb07-453d-8aaf-7bc94b7687d3.xml,0.29,170,PREF
HYPERTENSION,"Bisoprolol fumarate tablets, USP are indicated in the management of hypertension. It may be used alone or in combination with other antihypertensive agents.",DOID:10763,C0020540,DB00612,BISOPROLOL,69,15d8ea4a-9105-46af-9b44-7ea7726c3691.xml,0.29,80,PREF
HYPERTENSION,"[None, 'Tamsulosin hydrochloride capsules are indicated for the treatment of the signs and symptoms of benign prostatic hyperplasia (BPH) \n       \n \n  ', '[see \n        \n  \n   ', 'Clinical Studies (14)', '\n                           ', 'Tamsulosin hydrochloride capsules are an alpha\n          \n  \n     ', '1', '(1)', 'Tamsulosin hydrochloride capsules are not indicated for the treatment of hypertension. \n          \n  \n     ', '(1)']",DOID:10763,C0013537,DB00706,TAMSULOSIN,403,81dd07bb-a5ab-3a77-e053-2a91aa0a5d66.xml,0.29,414,PREF
HYPERTENSION,"Terazosin capsules are indicated for the treatment of symptomatic benign prostatic hyperplasia (BPH). There is a rapid response, with approximately 70% of patients experiencing an increase in urinary flow and improvement in symptoms of BPH when treated with terazosin capsules. The long-term effects of terazosin capsules on the incidence of surgery, acute urinary obstruction or other complications of BPH are yet to be determined.|Terazosin capsules are also indicated for the treatment of hypertension. Terazosin capsules can be used alone or in combination with other antihypertensive agents such as diuretics or beta-adrenergic blocking agents.",DOID:10763,C0013537,DB01162,TERAZOSIN,493,448e993d-d4b3-473c-82c9-a49281b5850d.xml,0.29,504,PREF
HYPERTENSION,"Pindolol tablets are indicated in the management of hypertension. It may be used alone or concomitantly with other antihypertensive agents, particularly with a thiazide-type diuretic.",DOID:10763,C0031190,DB00960,PINDOLOL,53,9d26b0a5-1482-4d81-9c05-a410f2348306.xml,0.29,64,PREF
HYPERTENSION,"Metoprolol succinate, is a beta|1|Metoprolol succinate extended-release tablets, USP are indicated for the treatment of: |
                           |
                              |•|1.1|
                              |•|1.2|
                              |•|1.3|Metoprolol succinate extended-release tablets are indicated for the treatment of hypertension, to lower blood pressure. Lowering blood pressure lowers the risk of fatal and non-fatal cardiovascular events, primarily strokes and myocardial infarctions. These benefits have been seen in controlled trials of antihypertensive drugs from a wide variety of pharmacologic classes including metoprolol. |Control of high blood pressure should be part of comprehensive cardiovascular risk management, including, as appropriate, lipid control, diabetes management, antithrombotic therapy, smoking cessation, exercise, and limited sodium intake.  Many patients will require more than 1 drug to achieve blood pressure goals. For specific advice on goals and management, see published guidelines, such as those of the National High Blood Pressure Education Program's Joint National Committee on Prevention, Detection, Evaluation, and Treatment of High Blood Pressure (JNC).|Numerous antihypertensive drugs, from a variety of pharmacologic classes and with different mechanisms of action, have been shown in randomized controlled trials to reduce cardiovascular morbidity and mortality, and it can be concluded that it is blood pressure reduction, and not some other pharmacologic property of the drugs, that is largely responsible for those benefits.  The largest and most consistent cardiovascular outcome benefit has been a reduction in the risk of stroke, but reductions in myocardial infarction and cardiovascular mortality also have been seen regularly.|Elevated systolic or diastolic pressure causes increased cardiovascular risk, and the absolute risk increase per mmHg is greater at higher blood pressures, so that even modest reductions of severe hypertension can provide substantial benefit. Relative risk reduction from blood pressure reduction is similar across populations with varying absolute risk, so the absolute benefit is greater in patients who are at higher risk independent of their hypertension (for example, patients with diabetes or hyperlipidemia), and such patients would be expected to benefit from more aggressive treatment to a lower blood pressure goal.|Some antihypertensive drugs have smaller blood pressure effects (as monotherapy) in black patients, and many antihypertensive drugs have additional approved indications and effects (e.g., on angina, heart failure, or diabetic kidney disease). These considerations may guide selection of therapy.|Metoprolol succinate extended-release tablets may be administered with other antihypertensive agents.|Metoprolol succinate extended-release tablets are indicated in the long-term treatment of angina pectoris, to reduce angina attacks and to improve exercise tolerance.|Metoprolol succinate extended-release tablets are indicated for the treatment of stable, symptomatic (NYHA Class II or III) heart failure of ischemic, hypertensive, or cardiomyopathic origin. It was studied in patients already receiving ACE inhibitors, diuretics, and, in the majority of cases, digitalis. In this population, metoprolol succinate extended-release tablets decreased the rate of mortality plus hospitalization, largely through a reduction in cardiovascular mortality and hospitalizations for heart failure.",DOID:10763,C0020545,DB00264,METOPROLOL,347,1806dadd-9ebb-46ee-9b86-f153e6db3b48.xml,0.29,358,PREF
HYPERTENSION,"Pindolol tablets are indicated in the management of hypertension. It may be used alone or concomitantly with other antihypertensive agents, particularly with a thiazide-type diuretic.",DOID:10763,C0020540,DB00960,PINDOLOL,53,9d26b0a5-1482-4d81-9c05-a410f2348306.xml,0.29,64,PREF
HYPERTENSION,"Guanfacine tablets are indicated in the management of hypertension. Guanfacine tablets may be given alone or in combination with other antihypertensive agents, especially thiazide-type diuretics.",DOID:10763,C0020545,DB01018,GUANFACINE,55,835dd664-2134-4ca3-e053-2991aa0a11bd.xml,0.29,66,PREF
HYPERTENSION,"Felodipine Extended-release Tablets, USP is indicated for the treatment of hypertension, to lower blood pressure. Lowering blood pressure lowers the risk of fatal and non-fatal cardiovascular events, primarily strokes and myocardial infarctions. These benefits have been seen in controlled trials of antihypertensive drugs from a wide variety of pharmacologic classes including felodipine.|Control of high blood pressure should be part of comprehensive cardiovascular risk management, including, as appropriate, lipid control, diabetes management, antithrombotic therapy, smoking cessation, exercise, and limited sodium intake. Many patients will require more than 1 drug to achieve blood pressure goals. For specific advice on goals and management, see published guidelines, such as those of the National High Blood Pressure Education Program’s Joint National Committee on Prevention, Detection, Evaluation, and Treatment of High Blood Pressure (JNC).|Numerous antihypertensive drugs, from a variety of pharmacologic classes and with different mechanisms of action, have been shown in randomized controlled trials to reduce cardiovascular morbidity and mortality, and it can be concluded that it is blood pressure reduction, and not some other pharmacologic property of the drugs, that is largely responsible for those benefits. The largest and most consistent cardiovascular outcome benefit has been a reduction in the risk of stroke, but reductions in myocardial infarction and cardiovascular mortality also have been seen regularly.|Elevated systolic or diastolic pressure causes increased cardiovascular risk, and the absolute risk increase per mmHg is greater at higher blood pressures, so that even modest reductions of severe hypertension can provide substantial benefit. Relative risk reduction from blood pressure reduction is similar across populations with varying absolute risk, so the absolute benefit is greater in patients who are at higher risk independent of their hypertension (for example, patients with diabetes or hyperlipidemia), and such patients would be expected to benefit from more aggressive treatment to a lower blood pressure goal.|Some antihypertensive drugs have smaller blood pressure effects (as monotherapy) in black patients, and many antihypertensive drugs have additional approved indications and effects (eg, on angina, heart failure, or diabetic kidney disease). These considerations may guide selection of therapy.|Felodipine Extended-release Tablets, USP may be administered with other antihypertensive agents.",DOID:10763,C0020545,DB01023,FELODIPINE,76,81e75ab4-cd8a-db35-e053-2a91aa0a5b3c.xml,0.29,87,PREF
HYPERTENSION,"Because of the potential for serious adverse effects, minoxidil tablets are indicated only in the treatment of hypertension that is symptomatic or associated with target organ damage and is not manageable with maximum therapeutic doses of a diuretic plus two other antihypertensive drugs. At the present time use in milder degrees of hypertension is not recommended because the benefit-risk relationship in such patients has not been defined.|Minoxidil reduced supine diastolic blood pressure by 20 mm Hg or to 90 mm Hg or less in approximately 75% of patients, most of who had hypertension that could not be controlled by other drugs.",DOID:10763,C0020542,DB00350,MINOXIDIL,112,8460f095-0571-611d-e053-2a91aa0a5c7e.xml,0.28,123,PREF
HYPERTENSION,"Torsemide tablets are a loop diuretic indicated for:|
                           |the treatment of edema associated with heart failure, renal disease or hepatic disease. (
     |1.1|the treatment of hypertension, to lower blood pressure. Lowering blood pressure reduces the risk of fatal and nonfatal cardiovascular events, primarily strokes and myocardial infarctions. (
     |1.2|Torsemide tablets are indicated for the treatment of edema associated with heart failure, renal disease or hepatic disease.|Torsemide tablets are indicated for the treatment of hypertension, to lower blood pressure. Lowering blood pressure reduces the risk of fatal and nonfatal cardiovascular events, primarily strokes and myocardial infarctions. These benefits have been seen in controlled trials of antihypertensive drugs from a wide variety of pharmacologic classes including the class to which this drug principally belongs. There are no controlled trials demonstrating risk reduction with torsemide.|Control of high blood pressure should be part of comprehensive cardiovascular risk management, including, as appropriate, lipid control, diabetes management, antithrombotic therapy, smoking cessation, exercise, and limited sodium intake. Many patients will require more than one drug to achieve blood pressure goals. For specific advice on goals and management, see published guidelines, such as those of the National High Blood Pressure Education Program’s Joint National Committee on Prevention, Detection, Evaluation, and Treatment of High Blood Pressure (JNC).|Numerous antihypertensive drugs, from a variety of pharmacologic classes and with different mechanisms of action, have been shown in randomized controlled trials to reduce cardiovascular morbidity and mortality, and it can be concluded that it is blood pressure reduction, and not some other pharmacologic property of the drugs, that is largely responsible for those benefits. The largest and most consistent cardiovascular outcome benefit has been a reduction in the risk of stroke, but reductions in myocardial infarction and cardiovascular mortality also have been seen regularly.|Elevated systolic or diastolic pressure causes increased cardiovascular risk, and the absolute risk increase per mmHg is greater at higher blood pressures, so that even modest reductions of severe hypertension can provide substantial benefit. Relative risk reduction from blood pressure reduction is similar across populations with varying absolute risk, so the absolute benefit is greater in patients who are at higher risk independent of their hypertension (for example, patients with diabetes or hyperlipidemia), and such patients would be expected to benefit from more aggressive treatment to a lower blood pressure goal.|The antihypertensive effects of torsemide tablets are on the average greater in black patients than in nonblack patients 
  |[see 
   |Clinical Pharmacology (12.2)|Torsemide tablets can be used alone or in combination with other antihypertensive agents.",DOID:10763,C0024588,DB00214,TORSEMIDE,200,841256fe-353c-e20e-e053-2a91aa0a3fc1.xml,0.28,211,PREF
HYPERTENSION,"Metoprolol succinate, is a beta|1|Metoprolol succinate extended-release tablets, USP are indicated for the treatment of: |
                           |
                              |•|1.1|
                              |•|1.2|
                              |•|1.3|Metoprolol succinate extended-release tablets are indicated for the treatment of hypertension, to lower blood pressure. Lowering blood pressure lowers the risk of fatal and non-fatal cardiovascular events, primarily strokes and myocardial infarctions. These benefits have been seen in controlled trials of antihypertensive drugs from a wide variety of pharmacologic classes including metoprolol. |Control of high blood pressure should be part of comprehensive cardiovascular risk management, including, as appropriate, lipid control, diabetes management, antithrombotic therapy, smoking cessation, exercise, and limited sodium intake.  Many patients will require more than 1 drug to achieve blood pressure goals. For specific advice on goals and management, see published guidelines, such as those of the National High Blood Pressure Education Program's Joint National Committee on Prevention, Detection, Evaluation, and Treatment of High Blood Pressure (JNC).|Numerous antihypertensive drugs, from a variety of pharmacologic classes and with different mechanisms of action, have been shown in randomized controlled trials to reduce cardiovascular morbidity and mortality, and it can be concluded that it is blood pressure reduction, and not some other pharmacologic property of the drugs, that is largely responsible for those benefits.  The largest and most consistent cardiovascular outcome benefit has been a reduction in the risk of stroke, but reductions in myocardial infarction and cardiovascular mortality also have been seen regularly.|Elevated systolic or diastolic pressure causes increased cardiovascular risk, and the absolute risk increase per mmHg is greater at higher blood pressures, so that even modest reductions of severe hypertension can provide substantial benefit. Relative risk reduction from blood pressure reduction is similar across populations with varying absolute risk, so the absolute benefit is greater in patients who are at higher risk independent of their hypertension (for example, patients with diabetes or hyperlipidemia), and such patients would be expected to benefit from more aggressive treatment to a lower blood pressure goal.|Some antihypertensive drugs have smaller blood pressure effects (as monotherapy) in black patients, and many antihypertensive drugs have additional approved indications and effects (e.g., on angina, heart failure, or diabetic kidney disease). These considerations may guide selection of therapy.|Metoprolol succinate extended-release tablets may be administered with other antihypertensive agents.|Metoprolol succinate extended-release tablets are indicated in the long-term treatment of angina pectoris, to reduce angina attacks and to improve exercise tolerance.|Metoprolol succinate extended-release tablets are indicated for the treatment of stable, symptomatic (NYHA Class II or III) heart failure of ischemic, hypertensive, or cardiomyopathic origin. It was studied in patients already receiving ACE inhibitors, diuretics, and, in the majority of cases, digitalis. In this population, metoprolol succinate extended-release tablets decreased the rate of mortality plus hospitalization, largely through a reduction in cardiovascular mortality and hospitalizations for heart failure.",DOID:10763,C0031190,DB00264,METOPROLOL,347,1806dadd-9ebb-46ee-9b86-f153e6db3b48.xml,0.28,358,PREF
HYPERTENSION,"		Verapamil hydrochloride tablets USP are indicated for the treatment of the following:|
                     |Angina |		1.Angina at rest including:|		    -Vasospastic (Prinzmetal's variant) angina|		    -Unstable (crescendo, pre-infarction) angina|		2.Chronic stable angina (classic effort-associated angina)|
                     |Arrhythmias |
                     |							                     							              		1.In association with digitalis for the control of ventricular rate at rest and during stress in patients with chronic atrial flutter and/or atrial fibrillation (see               							                     							|WARNINGS: Accessory bypass tract|							                     							               )            						                  						|		2.Prophylaxis of repetitive paroxysmal supraventricular tachycardia|
                     |Essential hypertension |		Verapamil hydrochloride is indicated for the treatment of hypertension, to lower blood pressure. Lowering blood pressure reduces the risk of fatal and nonfatal cardiovascular events, primarily strokes and myocardial infarctions. These benefits have been seen in controlled trials of antihypertensive drugs from a wide variety of pharmacologic classes, including this drug.|		Control of high blood pressure should be part of comprehensive cardiovascular risk management, including, as appropriate, lipid control, diabetes management, antithrombotic therapy, smoking cessation, exercise, and limited sodium intake. Many patients will require more than one drug to achieve blood pressure goals. For specific advice on goals and management, see published guidelines, such as those of the National High Blood Pressure Education Program's Joint National Committee on Prevention, Detection, Evaluation, and Treatment of High Blood Pressure (JNC).|		Numerous antihypertensive drugs, from a variety of pharmacologic classes and with different mechanisms of action, have been shown in randomized controlled trials to reduce cardiovascular morbidity and mortality, and it can be concluded that it is blood pressure reduction, and not some other pharmacologic property of the drugs, that is largely responsible for those benefits. The largest and most consistent cardiovascular outcome benefit has been a reduction in the risk of stroke, but reductions in myocardial infarction and cardiovascular mortality also have been seen regularly.|		Elevated systolic or diastolic pressure causes increased cardiovascular risk, and the absolute risk increase per mmHg is greater at higher blood pressures, so that even modest reductions of severe hypertension can provide substantial benefit. Relative risk reduction from blood pressure reduction is similar across populations with varying absolute risk, so the absolute benefit is greater in patients who are at higher risk independent of their hypertension (for example, patients with diabetes or hyperlipidemia), and such patients would be expected to benefit from more aggressive treatment to a lower blood pressure goal.|		Some antihypertensive drugs have smaller blood pressure effects (as monotherapy) in black patients, and many antihypertensive drugs have additional approved indications and effects (e.g., on angina, heart failure, or diabetic kidney disease). These considerations may guide selection of therapy.",DOID:10763,C0013537,DB00661,VERAPAMIL,867,6bfa3ae8-026b-4864-b4c6-e7cb91983113.xml,0.28,878,PREF
HYPERTENSION,"Terazosin capsules are indicated for the treatment of symptomatic benign prostatic hyperplasia (BPH). There is a rapid response, with approximately 70% of patients experiencing an increase in urinary flow and improvement in symptoms of BPH when treated with terazosin capsules. The long-term effects of terazosin capsules on the incidence of surgery, acute urinary obstruction or other complications of BPH are yet to be determined.|Terazosin capsules are also indicated for the treatment of hypertension. Terazosin capsules can be used alone or in combination with other antihypertensive agents such as diuretics or beta-adrenergic blocking agents.",DOID:10763,C0020542,DB01162,TERAZOSIN,493,448e993d-d4b3-473c-82c9-a49281b5850d.xml,0.28,504,PREF
HYPERTENSION,Brimonidine tartrate ophthalmic solution 0.2% is an alpha adrenergic agonist indicated for lowering intraocular pressure (IOP) in patients with open-angle glaucoma or ocular hypertension.|Brimonidine tartrate ophthalmic solution 0.2% is indicated for lowering intraocular pressure (IOP) in patients with open-angle glaucoma or ocular hypertension. |The IOP lowering efficacy of Brimonidine tartrate ophthalmic solution diminishes over time in some patients. This loss of effect appears with a variable time of onset in each patient and should be closely monitored. ,DOID:10763,C0031190,DB00484,BRIMONIDINE,175,eafce59d-7034-492f-9229-3e2d00045ff9.xml,0.28,186,PREF
HYPERTENSION," Amlodipine besylate, USP is a calcium channel blocker and may be used alone or in combination with other antihypertensive and antianginal agents for the treatment of:|
                           |
                              |•|1.1|
                              |•|1.2|
                              |•|
                              |•|
                              |•|
                              |•|Amlodipine besylate tablets, USP are indicated for the treatment of hypertension. It may be used alone or in combination with other antihypertensive agents.|
                           |Chronic Stable Angina|Amlodipine besylate tablets, USP are indicated for the symptomatic treatment of chronic stable angina. Amlodipine besylate tablets, USP may be used alone or in combination with other antianginal agents.|
                           |Vasospastic Angina (Prinzmetal’s or Variant Angina)|Amlodipine besylate tablets, USP are indicated for the treatment of confirmed or suspected vasospastic angina. Amlodipine besylate tablets, USP may be used as monotherapy or in combination with other antianginal agents.|
                           |Angiographically Documented CAD|In patients with recently documented CAD by angiography and without heart failure or an ejection fraction <40%, amlodipine besylate tablets, USP are indicated to reduce the risk of hospitalization due to angina and to reduce the risk of a coronary revascularization procedure.",DOID:10763,C0013537,DB00381,AMLODIPINE,478,2ce95abc-90ec-4e96-b0d1-1aac161da115.xml,0.28,489,PREF
HYPERTENSION,"BYSTOLIC is a beta-adrenergic blocking agent indicated for the treatment of hypertension, to lower blood pressure.  Lowering blood pressure reduces the risk of fatal and nonfatal cardiovascular events, primarily strokes and myocardial infarctions. (|1.1|BYSTOLIC is indicated for the treatment of hypertension, to lower blood pressure |[see Clinical Studies (|14.1|[see Drug Interactions (|7|
Lowering blood pressure reduces the risk of fatal and nonfatal cardiovascular events, primarily strokes and myocardial infarctions. These benefits have been seen in controlled trials of antihypertensive drugs from a wide variety of pharmacologic classes, including the class to which this drug principally belongs. There are no controlled trials demonstrating risk reduction with BYSTOLIC. 
|
Control of high blood pressure should be part of comprehensive cardiovascular risk management, including, as appropriate, lipid control, diabetes management, antithrombotic therapy, smoking cessation, exercise, and limited sodium intake. Many patients will require more than one drug to achieve blood pressure goals. For specific advice on goals and management, see published guidelines, such as those of the National High Blood Pressure Education Program's Joint National Committee on Prevention, Detection, Evaluation, and Treatment of High Blood Pressure (JNC). 
|
Numerous antihypertensive drugs, from a variety of pharmacologic classes and with different mechanisms of action, have been shown in randomized controlled trials to reduce cardiovascular morbidity and mortality, and it can be concluded that it is blood pressure reduction, and not some other pharmacologic property of the drugs, that is largely responsible for those benefits. The largest and most consistent cardiovascular outcome benefit has been a reduction in the risk of stroke, but reductions in myocardial infarction and cardiovascular mortality also have been seen regularly.
|
Elevated systolic or diastolic pressure causes increased cardiovascular risk, and the absolute risk increase per mmHg is greater at higher blood pressures, so that even modest reductions of severe hypertension can provide substantial benefit. Relative risk reduction from blood pressure reduction is similar across populations with varying absolute risk, so  the absolute benefit is greater in patients who are at higher risk independent of their hypertension (for example, patients with diabetes or hyperlipidemia), and such patients would be expected to benefit from more aggressive treatment to a lower blood pressure goal. 
|
Some antihypertensive drugs have smaller blood pressure effects (as monotherapy) in black patients, and many antihypertensive drugs have additional approved indications and effects (e.g., on angina, heart failure, or diabetic kidney disease). These considerations may guide selection of therapy.
",DOID:10763,C0020545,DB04861,NEBIVOLOL,77,0bf927c4-913a-4375-8d29-cfefa27869a6.xml,0.28,88,PREF
EPILEPSY,"Divalproex sodium extended-release tablets are indicated for:|
                           |Acute treatment of manic or mixed episodes associated with bipolar disorder, with or without psychotic features (|1.1|Monotherapy and adjunctive therapy of complex partial seizures and simple and complex absence seizures; adjunctive therapy in patients with multiple seizure types that include absence seizures (|1.2|Prophylaxis of migraine headaches (|1.3|Divalproex sodium extended-release tablets are a valproate and are indicated for the treatment of acute manic or mixed episodes associated with bipolar disorder, with or without psychotic features. A manic episode is a distinct period of abnormally and persistently elevated, expansive, or irritable mood. Typical symptoms of mania include pressure of speech, motor hyperactivity, reduced need for sleep, flight of ideas, grandiosity, poor judgment, aggressiveness, and possible hostility. A mixed episode is characterized by the criteria for a manic episode in conjunction with those for a major depressive episode (depressed mood, loss of interest or pleasure in nearly all activities).|The efficacy of divalproex sodium extended-release tablets are based in part on studies of divalproex sodium delayed-release tablets in this indication, and was confirmed in a 3-week trial with patients meeting DSM-IV TR criteria for bipolar I disorder, manic or mixed type, who were hospitalized for acute mania |[see |Clinical Studies (14.1)|The effectiveness of valproate for long-term use in mania, i.e., more than 3 weeks, has not been demonstrated in controlled clinical trials. Therefore, healthcare providers who elect to use divalproex sodium extended-release tablets for extended periods should continually reevaluate the long-term risk-benefits of the drug for the individual patient.|Divalproex sodium extended-release tablets are indicated as monotherapy and adjunctive therapy in the treatment of adult patients and pediatric patients down to the age of 10 years with complex partial seizures that occur either in isolation or in association with other types of seizures. Divalproex sodium extended-release tablets are also indicated for use as sole and adjunctive therapy in the treatment of simple and complex absence seizures in adults and children 10 years of age or older, and adjunctively in adults and children 10 years of age or older with multiple seizure types that include absence seizures.|Simple absence is defined as very brief clouding of the sensorium or loss of consciousness accompanied by certain generalized epileptic discharges without other detectable clinical signs. Complex absence is the term used when other signs are also present.|Divalproex sodium extended-release tablets are indicated for prophylaxis of migraine headaches. There is no evidence that divalproex sodium extended-release tablets are useful in the acute treatment of migraine headaches.|Because of the risk to the fetus of decreased IQ, neurodevelopmental disorders, neural tube defects, and other major congenital malformations, which may occur very early in pregnancy, valproate should not be used to treat women with epilepsy or bipolar disorder who are pregnant or who plan to become pregnant unless other medications have failed to provide adequate symptom control or are otherwise unacceptable. Valproate should not be administered to a woman of childbearing potential unless other medications have failed to provide adequate symptom control or are otherwise unacceptable |[see |Warnings and Precautions (5.2|5.3|5.4|Use in Specific Populations (8.1)|Patient Counseling Information (17)|For prophylaxis of migraine headaches, divalproex sodium extended-release tablets are contraindicated in women who are pregnant and in women of childbearing potential who are not using effective contraception |[see |Contraindications (4)",DOID:1826,C0085417,DB00313,VALPROIC ACID,3165,09f86269-2e96-4566-8618-b73baf128bcc.xml,0.28,3172,PREF
HYPERTENSION,"Diltiazem hydrochloride extended-release capsules, USP is indicated for the treatment of hypertension. It may be used alone or in combination with other antihypertensive medications.|Diltiazem hydrochloride extended-release capsules, USP is indicated for the management of chronic stable angina and angina due to coronary artery spasm.",DOID:10763,C0031190,DB00343,DILTIAZEM,90,04654eb5-9644-4971-8d20-37c3245fd3aa.xml,0.28,101,PREF
HYPERTENSION,Isradipine is indicated in the management of hypertension. It may be used alone or concurrently with thiazide-type diuretics.,DOID:10763,C0020545,DB00270,ISRADIPINE,46,81de9232-6827-75e2-e053-2991aa0a606a.xml,0.27,57,PREF
HYPERTENSION,Nisoldipine is indicated for the treatment of hypertension. It may be used alone or in combination with other antihypertensive agents.,DOID:10763,C0020545,DB00401,NISOLDIPINE,47,ca513403-f90e-4027-adb6-9f4fce1b0448.xml,0.27,58,PREF
