do_id,drug_id,label_id,context,Contraindication,Effect,IDK,Indication: Symptomatic Relief,Indication: Treatment,worker_answers,inter_agree_workers,worker_consensus
DOID_10322,DB00741,b0f9b7ea-bac2-427d-92fa-4ccf1b149332.xml,"['Hydrocortisone Tablets\xa0are indicated in the following conditions.', 'Primary or secondary adrenocortical insufficiency (hydrocortisone or cortisone is the first choice; synthetic analogs may be used in conjunction with mineralocorticoids where applicable; in infancy mineralocorticoid supplementation is of particular importance) Congenital adrenal hyperplasia Non suppurative thyroiditis Hypercalcemia associated with cancer\n                                    ', None, None, None, 'As adjunctive therapy for short-term administration (to tide the patient over an acute episode or exacerbation) in:', 'Psoriatic arthritis Rheumatoid arthritis, including juvenile rheumatoid arthritis (selected cases may require low-dose maintenance therapy) Ankylosing spondylitis Acute and subacute bursitis Acute nonspecific tenosynovitis Acute gouty arthritis Post-traumatic osteoarthritis Synovitis of osteoarthritis Epicondylitis\n                                    ', None, None, None, None, None, None, None, None, 'During an exacerbation or as maintenance therapy in selected cases of:', 'Systemic lupus erythematosus Systemic dermatomyositis (polymyositis) Acute rheumatic carditis\n                                    ', None, None, 'Pemphigus Bullous dermatitis herpetiformis Severe erythema multiforme (Stevens-Johnson syndrome) Exfoliative dermatitis Mycosis fungoides Severe psoriasis Severe seborrheic dermatitis\n                                    ', None, None, None, None, None, None, 'Control of severe or incapacitating allergic conditions intractable to adequate trials of conventional treatment:', 'Seasonal or perennial allergic rhinitis Serum sickness Bronchial asthma Contact dermatitis Atopic dermatitis Drug hypersensitivity reactions\n                                    ', None, None, None, None, None, 'Severe acute and chronic allergic and inflammatory processes involving the eye and its adnexa such as:', 'Allergic conjunctivitis Keratitis Allergic corneal marginal ulcers Herpes zoster ophthalmicus Iritis and iridocyclitis Chorioretinitis Anterior segment inflammation Diffuse posterior uveitis and choroiditis Optic neuritis Sympathetic ophthalmia\n                                    ', None, None, None, None, None, None, None, None, None, ""Symptomatic sarcoidosis Loeffler's syndrome not manageable by other means Berylliosis Fulminating or disseminated pulmonary tuberculosis when used concurrently with appropriate antituberculous chemotherapy Aspiration pneumonitis\n                                    "", None, None, None, None, 'Idiopathic thrombocytopenic purpura in adults Secondary thrombocytopenia in adults Acquired (autoimmune) hemolytic anemia Erythroblastopenia (RBC anemia) Congenital (erythroid) hypoplastic anemia\n                                    ', None, None, None, None, 'For palliative management of:', 'Leukemias and lymphomas in adults Acute leukemia of childhood\n                                    ', None, 'To induce a diuresis or remission of proteinuria in the nephrotic syndrome, without uremia, of the idiopathic type or that due to lupus erythematosus.', 'To tide the patient over a critical period of the disease in:', 'Ulcerative colitis Regional enteritis\n                                    ', None, 'Acute exacerbations of multiple sclerosis', 'Tuberculous meningitis with subarachnoid block or impending block when used concurrently with appropriate antituberculous chemotherapy', 'Trichinosis with neurologic or myocardial involvement']",0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,3,0.6666666666666666,Indication: Treatment
DOID_1037,DB01280,4545447c-06f3-4a56-9d80-28f3b236ba2b.xml,"ARRANON is indicated for the treatment of patients with T-cell acute lymphoblastic leukemia and T-cell lymphoblastic lymphoma whose disease has not responded to or has relapsed following treatment with at least two chemotherapy regimens.åÊThis use is based on the induction of complete responses. Randomized trials demonstrating increased survival or other clinical benefitåÊhave not been conducted.
ARRANON is a nucleoside metabolic inhibitor indicated for the treatment of patients with T-cell acute lymphoblastic leukemia and T-cell lymphoblastic lymphoma whose disease has not responded to or has relapsed following treatment with at least two chemotherapy regimens.åÊThis use is based on the induction of complete responses. Randomized trials demonstrating increased survival or other clinical benefit have not been conducted.åÊ(
1",0.0,0.0,0.0,0.0,1.0,3,1.0,Indication: Treatment
DOID_1037,DB00444,82247827-8839-456f-be47-0593ebf13214.xml,"Teniposide Injection, in combination with other approved anticancer agents, is indicated for induction therapy in patients with refractory childhood acute lymphoblastic leukemia.",0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,3,0.6666666666666666,Indication: Treatment
DOID_1037,DB00631,03fa52bc-9691-4d08-9fc3-252bb19f8607.xml,"['Clofarabine injection is indicated for the treatment of pediatric patients 1 to 21 years old with relapsed or refractory acute lymphoblastic leukemia after at least two prior regimens. This indication is based upon response rate. There are no trials verifying an improvement in disease-related symptoms or increased survival with clofarabine injection.', 'Clofarabine injection is a purine nucleoside metabolic inhibitor indicated for the treatment of pediatric patients 1 to 21 years old with relapsed or refractory acute lymphoblastic leukemia after at least two prior regimens. This indication is based upon response rate. There are no trials verifying an improvement in disease-related symptoms or increased survival with clofarabine injection. ', '(1)', None, None]",0.0,0.0,0.0,0.0,1.0,3,1.0,Indication: Treatment
DOID_1037,DB00997,f7aba497-daea-4b5d-bc2d-687ea6f20243.xml,"['Doxorubicin hydrochloride (HCl) for injection is an anthracycline topoisomerase II inhibitor indicated: ', '\n                           ', 'as a component of multiagent adjuvant chemotherapy for treatment of women with axillary lymph node involvement following resection of primary breast cancer (', '1.1', 'for the treatment of: acute lymphoblastic leukemia, acute myeloblastic leukemia, Hodgkin lymphoma, Non-Hodgkin lymphoma, metastatic breast cancer, metastatic Wilms‰Ûª tumor, metastatic neuroblastoma, metastatic soft tissue sarcoma, metastatic bone sarcomas, metastatic ovarian carcinoma, metastatic transitional cell bladder carcinoma, metastatic thyroid carcinoma, metastatic gastric carcinoma, metastatic bronchogenic carcinoma (', '1.2', None, None, 'Doxorubicin HCl for injection is indicated as a component of multi-agent adjuvant chemotherapy for treatment of women with axillary lymph node involvement following resection of primary breast cancer ', '[see ', 'Clinical Studies (14)', '\n                           ', None, None, None, 'Doxorubicin HCl for injection is indicated for the treatment of ', '\n                           ', 'acute lymphoblastic leukemia ', 'acute myeloblastic leukemia ', 'Hodgkin lymphoma ', 'non-Hodgkin lymphoma (NHL) ', 'metastatic breast cancer ', 'metastatic Wilms‰Ûª tumor ', 'metastatic neuroblastoma ', 'metastatic soft tissue sarcoma ', 'metastatic bone sarcoma ', 'metastatic ovarian carcinoma ', 'metastatic transitional cell bladder carcinoma ', 'metastatic thyroid carcinoma ', 'metastatic gastric carcinoma ', 'metastatic bronchogenic carcinoma ', None, None]",0.0,0.0,0.0,0.0,1.0,3,1.0,Indication: Treatment
DOID_1037,DB08901,618b6b2f-ca86-4839-9170-e873e279d592.xml,"
                     
Iclusig (ponatinib)  is a kinase inhibitor indicated for the: 

                     

                        
Treatment of adult patients with chronic phase, accelerated phase, or blast phase chronic myeloid leukemia (CML) or Ph+ ALL for whom no other tyrosine kinase inhibitor (TKI) therapy is indicated. 

                        
Treatment of adult patients with T315I-positive CML (chronic phase, accelerated phase, or blast phase) or T315I-positive Philadelphia chromosome positive acute lymphoblastic leukemia (Ph+ ALL).
Iclusig is a kinase inhibitor indicated for the:

                           
Treatment of adult patients with chronic phase, accelerated phase, or blast phase chronic myeloid leukemia (CML) or Ph+ ALL for whom no other  tyrosine kinase inhibitor (TKI) therapy is indicated.
Treatment of adult patients with T315I-positive CML (chronic phase, accelerated phase, or blast phase) or T315I-positive  Philadelphia chromosome positive acute lymphoblastic leukemia (Ph+ ALL). (
1

                           

                              
Limitations of use:

                           
Iclusig is not indicated and is not recommended for the treatment of patients with newly diagnosed chronic phase CML (
5.7

                           
Limitations of use:

                           
Iclusig is not indicated and is not recommended for the treatment of patients with newly diagnosed chronic phase CML 
[see 
Warnings and Precautions (5.7)",0.0,0.0,0.0,0.0,1.0,3,1.0,Indication: Treatment
DOID_10376,DB00325,../DailyMedExtracter/prescription/temp_xml/6483ec70-956c-1cb8-e053-2a91aa0a975c.xml,"['Sodium nitroprusside should not be used in the treatment of compensatory hypertension, where the primary hemodynamic lesion is aortic coarctation or arteriovenous shunting.', None, 'Sodium nitroprusside should not be used to produce hypotension during surgery in patients with known inadequate cerebral circulation, or in moribund patients (A.S.A. Class 5E) coming to emergency surgery.', None, 'Patients with congenital (LeberÃ¢â‚¬Â°Ãƒâ€ºÃ‚Âªs) optic atrophy or with tobacco amblyopia have unusually high cyanide/thiocyanate ratios. These rare conditions are probably associated with defective or absent rhodanase, and sodium nitroprusside should be avoided in these patients.', None, 'Sodium nitroprusside should not be used for the treatment of acute congestive heart failure associated with reduced peripheral vascular resistance such as high-output heart failure that may be seen in endotoxic sepsis.']",0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,3,0.3333333333333333,No consensus
DOID_1040,DB00480,b6c6fcf8-704c-45c6-84aa-0d6dd8fa8d96.xml,"REVLIMID is a thalidomide analogue indicated for the treatment of patients with:

                           
Multiple myeloma (MM), in combination with dexamethasone (
1.1
MM, as maintenance following autologous hematopoietic stem cell transplantation (auto-HSCT) (
1.1
Transfusion-dependent anemia due to low- or intermediate-1-risk myelodysplastic syndromes (MDS) associated with a deletion 5q abnormality with or without additional cytogenetic abnormalities (
1.2
Mantle cell lymphoma (MCL) whose disease has relapsed or progressed after two prior therapies, one of which included bortezomib (
1.3

                           
Limitations of Use:

                           
REVLIMID is not indicated and is not recommended for the treatment of patients with chronic lymphocytic leukemia (CLL) outside of controlled clinical trials (
1.4
REVLIMID in combination with dexamethasone is indicated for the treatment of patients with multiple myeloma (MM).
REVLIMID is indicated as maintenance therapy in patients with MM following autologous hematopoietic stem cell transplantation (auto-HSCT).
REVLIMID is indicated for the treatment of patients with transfusion-dependent anemia due to low- or intermediate-1-risk myelodysplastic syndromes (MDS) associated with a deletion 5q cytogenetic abnormality with or without additional cytogenetic abnormalities.
REVLIMID is indicated for the treatment of patients with mantle cell lymphoma (MCL) whose disease has relapsed or progressed after two prior therapies, one of which included bortezomib.
REVLIMID is not indicated and is not recommended for the treatment of patients with CLL outside of controlled clinical trials 
[see Warnings and Precautions (
5.5",0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,3,0.6666666666666666,Contraindication
DOID_1040,DB00531,87b3e63f-bde3-423b-ac0c-689626690cb6.xml,"['Cyclophosphamide for injection is an alkylating drug indicated for treatment of:', '\n                           ', '\n                              ', 'Malignant Diseases:', '1.1', '\n                           ', '\n                              ', 'Minimal Change Nephrotic Syndrome in Pediatric Patients:', '1.2', '\n                           ', '\n                              ', 'Limitations of Use:', 'The safety and effectiveness for the treatment of nephrotic syndrome in adults or other renal disease has not been established.', None, 'Cyclophosphamide for injection is indicated for the treatment of:', '\n                           ', 'malignant lymphomas (Stages III and IV of the Ann Arbor staging system), Hodgkin‰Ûªs disease, lymphocytic lymphoma (nodular or diffuse), mixed-cell type lymphoma, histiocytic lymphoma, Burkitt‰Ûªs lymphoma', 'multiple myeloma', 'leukemias: Chronic lymphocytic leukemia, chronic granulocytic leukemia (it is usually ineffective in acute blastic crisis), acute myelogenous and monocytic leukemia, acute lymphoblastic (stem-cell) leukemia (cyclophosphamide for injection given during remission is effective in prolonging its duration)', 'mycosis fungoides (advanced disease)', 'neuroblastoma (disseminated disease)', 'adenocarcinoma of the ovary', 'retinoblastoma', 'carcinoma of the breast', ' Cyclophosphamide for injection, although effective alone in susceptible malignancies, is more frequently used concurrently or sequentially with other antineoplastic drugs.', 'Cyclophosphamide for injection is indicated for the treatment of biopsy proven minimal change nephrotic syndrome in pediatrics patients who failed to adequately respond to or are unable to tolerate adrenocorticosteroid therapy.', '\n                           ', 'Limitations of Use:', 'The safety and effectiveness for the treatment of nephrotic syndrome in adults or other renal disease has not been established.']",0.0,0.0,0.0,0.0,1.0,3,1.0,Indication: Treatment
DOID_1040,DB09053,832c4df6-a63c-49cc-9c0c-70c59d057661.xml,"['IMBRUVICA is a kinase inhibitor indicated for the treatment of adult patients with:', '\n                           ', 'Mantle cell lymphoma (MCL) who have received at least one prior therapy (', '1.1', None, 'Chronic lymphocytic leukemia (CLL)/Small lymphocytic lymphoma (SLL) (', '1.2', 'Chronic lymphocytic leukemia (CLL)/Small lymphocytic lymphoma (SLL) with 17p deletion (', '1.3', ""WaldenstrÌ¦m's macroglobulinemia (WM) ("", '1.4', 'Marginal zone lymphoma (MZL) who require systemic therapy and have received at least one prior anti-CD20-based therapy (', '1.5', None, 'Chronic graft versus host disease (cGVHD) after failure of one or more lines of systemic therapy (', '1.6', 'IMBRUVICA is indicated for the treatment of adult patients with mantle cell lymphoma (MCL) who have received at least one prior therapy.', 'Accelerated approval was granted for this indication based on overall response rate. Continued approval for this indication may be contingent upon verification and description of clinical benefit in a confirmatory trial  ', '[see Clinical Studies (', '14.1', 'IMBRUVICA is indicated for the treatment of adult patients with chronic lymphocytic leukemia (CLL)/small lymphocytic lymphoma (SLL).', 'IMBRUVICA is indicated for the treatment of adult patients with chronic lymphocytic leukemia (CLL)/small lymphocytic lymphoma (SLL) with 17p deletion.', ""IMBRUVICA is indicated for the treatment of adult patients with WaldenstrÌ¦m's macroglobulinemia (WM)."", 'IMBRUVICA is indicated for the treatment of adult patients with marginal zone lymphoma (MZL)  who require systemic therapy and have received at least one prior anti-CD20-based therapy.', 'Accelerated approval was granted for this indication based on overall response  rate ', '[see Clinical Studies (', '14.4', 'IMBRUVICA is indicated for the treatment of adult patients with chronic graft-versus-host disease (cGVHD) after failure of one or more lines of systemic therapy.']",0.0,0.0,0.0,0.0,1.0,3,1.0,Indication: Treatment
DOID_1040,DB00073,0e9bcb70-c695-4696-9013-0a8ec4febde4.xml,"RITUXAN (rituximab) is a CD20-directed cytolytic antibody indicated for the treatment of adult patients with:

                           
Non-Hodgkin's Lymphoma (NHL) (
1.1

                                 
Relapsed or refractory, low grade or follicular, CD20-positive B-cell NHL as a single agent.
Previously untreated follicular, CD20-positive, B-cell NHL in combination with first line chemotherapy and, in patients achieving a complete or partial response to a rituximab product in combination with chemotherapy, as single-agent maintenance therapy.
Non-progressing (including stable disease), low-grade, CD20-positive, B-cell NHL as a single agent after first-line cyclophosphamide, vincristine, and prednisone (CVP) chemotherapy.
Previously untreated diffuse large B-cell, CD20-positive NHL in combination with (cyclophosphamide, doxorubicin, vincristine, and prednisone) (CHOP) or other anthracycline-based chemotherapy regimens.
Chronic Lymphocytic Leukemia (CLL) (
1.2

                                 
Previously untreated and previously treated CD20-positive CLL in combination with fludarabine and cyclophosphamide (FC).
Rheumatoid Arthritis (RA) in combination with methotrexate in adult patients with moderately-to severely-active RA who have inadequate response to one or more TNF antagonist therapies (
1.3
Granulomatosis with Polyangiitis (GPA) (Wegener's Granulomatosis) and Microscopic Polyangiitis (MPA) in adult patients in combination with glucocorticoids (
1.4
Moderate to severe Pemphigus Vulgaris (PV) in adult patients (
1.5
RITUXAN (rituximab) is indicated for the treatment of adult patients with:

                           
Relapsed or refractory, low-grade or follicular, CD20-positive, B-cell NHL as a single agent.
Previously untreated follicular, CD20-positive, B-cell NHL in combination with first line chemotherapy and, in patients achieving a complete or partial response to a rituximab product in combination with chemotherapy, as single-agent maintenance therapy.
Non-progressing (including stable disease), low-grade, CD20-positive, B-cell NHL as a single agent after first-line cyclophosphamide, vincristine, and prednisone (CVP) chemotherapy.
Previously untreated diffuse large B-cell, CD20-positive NHL in combination with cyclophosphamide, doxorubicin, vincristine, prednisone (CHOP) or other anthracycline-based chemotherapy regimens.
RITUXAN is indicated, in combination with fludarabine and cyclophosphamide (FC), for the treatment of adult patients with previously untreated and previously treated CD20-positive CLL.
RITUXAN in combination with methotrexate is indicated for the treatment of adult patients with moderately- to severely- active rheumatoid arthritis who have had an inadequate response to one or more TNF antagonist therapies.
RITUXAN, in combination with glucocorticoids, is indicated for the treatment of adult patients with Granulomatosis with Polyangiitis (GPA) (Wegener's Granulomatosis) and Microscopic Polyangiitis (MPA).

                           
RITUXAN is indicated for the treatment of adult patients with moderate to severe pemphigus vulgaris.",0.0,0.0,0.0,0.0,1.0,3,1.0,Indication: Treatment
DOID_1040,DB01033,92f8ae88-a3c3-42cd-b497-db82cdafacc7.xml,"Mercaptopurine tablets are indicated for maintenance therapy of acute lymphatic (lymphocytic, lymophoblastic) leukemia as part of a combination regimen. The response to this agent depends upon the particular subclassification of acute lymphatic leukemia and the age of the patient (pediatric or adult). 
Mercaptopurine tablets are not effective prophylaxis or treatment of central nervous system leukemia. 
Mercaptopurine tablets are not effective in acute myelogenous leukemia, chronic lymphatic leukemia, the lymphomas (including Hodgkins Disease), or solid tumors. ",0.6296296296296297,0.07407407407407407,0.1111111111111111,0.0,0.18518518518518517,27,0.6296296296296297,Contraindication
DOID_1040,DB01073,ff9d0403-be44-469d-9dfe-d2156094bf60.xml,"Fludarabine Phosphate Injection is a nucleotide metabolic inhibitor indicated for:

                           
The treatment of adult patients with B-cell chronic lymphocytic leukemia (CLL) who have not responded to or whose disease has progressed during treatment with at least one standard alkylating-agent containing regimen. Benefit in treatment-naÌøve or non-refractory CLL patients is not established. (

                                 
1.1
Important limitations:

                           
Fludarabine phosphate should not be used in patients with severe renal impairment (creatinine clearance less than 30 mL/min/1.73 m
2

                                 
5.7
Fludarabine Phosphate Injection is indicated for the treatment of adult patients with B-cell chronic lymphocytic leukemia (CLL) who have not responded to or whose disease has progressed during treatment with at least one standard alkylating-agent containing regimen. The safety and effectiveness of Fludarabine Phosphate Injection in previously untreated or non-refractory patients with CLL have not been established.
Fludarabine Phosphate Injection should not be used in patients with severe renal impairment (creatinine clearance less than 30 mL/min/1.73 m
2
See 
Warnings and Precautions (5.7)",0.0,0.0,0.0,0.0,1.0,3,1.0,Indication: Treatment
DOID_1040,DB06650,67809cd4-c0bf-4f91-b1d4-eceb0efa7038.xml,"
                     

                        
Chronic Lymphocytic Leukemia (CLL)

                     
ARZERRA (ofatumumab) is indicated: 

                     

                        
in combination with chlorambucil, for the treatment of previously untreated patients with CLL for whom fludarabine-based therapy is considered inappropriate 
[see Clinical Studies (14.1)]

                        
in combination with fludarabine and cyclophosphamide for the treatment of patients with relapsed CLL 
[see Clinical Studies (14.2)]

                        
for extended treatment of patients who are in complete or partial response after at least two lines of therapy for recurrent or progressive CLL 
[see Clinical Studies (14.3)]

                        
for the treatment of patients with CLL refractory to fludarabine and alemtuzumab 
[see Clinical Studies (14.4)]
ARZERRA (ofatumumab) is a CD20-directed cytolytic monoclonal antibody indicated for the treatment of chronic lymphocytic leukemia (CLL) (
1

                           
in combination with chlorambucil, for the treatment of previously untreated patients with CLL for whom fludarabine-based therapy is considered inappropriate. 
in combination with fludarabine and cyclophosphamide for the treatment of patients with relapsed CLL.
for extended treatment of patients who are in complete or partial response after at least two lines of therapy for recurrent or progressive CLL. 
for the treatment of patients with CLL refractory to fludarabine and alemtuzumab.",0.0,0.0,0.0,0.0,1.0,3,1.0,Indication: Treatment
DOID_1040,DB06769,32218a77-6a4f-4656-ba37-d18e677e6655.xml,"Bendamustine Hydrochloride Injection is an alkylating drug indicated for treatment of patients with:

                           
Chronic lymphocytic leukemia (CLL). Efficacy relative to first line therapies other than chlorambucil has not been established. (
1.1
Indolent B-cell non-Hodgkin lymphoma (NHL) that has progressed during or within six months of treatment with rituximab or a rituximab-containing regimen. (
1.2
Bendamustine Hydrochloride Injection is indicated for the treatment of patients with chronic lymphocytic leukemia. Efficacy relative to first line therapies other than chlorambucil has not been established.
Bendamustine Hydrochloride Injection is indicated for the treatment of patients with indolent B-cell non-Hodgkin lymphoma that has progressed during or within six months of treatment with rituximab or a rituximab-containing regimen.",0.0,0.0,0.0,0.0,1.0,26,1.0,Indication: Treatment
DOID_1040,DB08935,fb096502-0ede-4003-b701-3b15c1f85f8d.xml,"GAZYVA (obinutuzumab) is a CD20-directed cytolytic antibody and is indicated:

                           
in combination with chlorambucil, for the treatment of patients with previously untreated chronic lymphocytic leukemia. (
1
14
in combination with bendamustine followed by GAZYVA monotherapy, for the treatment of patients with follicular lymphoma who relapsed after, or are refractory to, a rituximab-containing regimen. (
1
14
in combination with chemotherapy followed by GAZYVA monotherapy in patients achieving at least a partial remission, for the treatment of adult patients with previously untreated stage II bulky, III or IV follicular lymphoma. (
1
14
GAZYVA, in combination with chlorambucil, is indicated for the treatment of patients with previously untreated chronic lymphocytic leukemia 
[see 
Clinical Studies (14.1)
GAZYVA, in combination with bendamustine followed by GAZYVA monotherapy, is indicated for the treatment of patients with follicular lymphoma who relapsed after, or are refractory to, a rituximab-containing regimen 
[see 
Clinical Studies (14.2)

                           
GAZYVA, in combination with chemotherapy followed by GAZYVA monotherapy in patients achieving at least a partial remission, is indicated for the treatment of adult patients with previously untreated stage II bulky, III or IV follicular lymphoma 
[see 
Clinical Studies (14.2)",0.0,0.0,0.0,0.0,1.0,3,1.0,Indication: Treatment
DOID_1040,DB09054,228e809b-1bce-4d04-b13f-663424840b76.xml,"Zydelig is a kinase inhibitor indicated for the treatment of patients with:

                           
Relapsed chronic lymphocytic leukemia (CLL), in combination with rituximab, in patients for whom rituximab alone would be considered appropriate therapy due to other co-morbidities. (
1.1
Relapsed follicular B-cell non-Hodgkin lymphoma (FL) in patients who have received at least two prior systemic therapies. (
1.2
Relapsed small lymphocytic lymphoma (SLL) in patients who have received at least two prior systemic therapies. (
1.3

                           
Limitation of use:
Zydelig is not indicated and is not recommended for first-line treatment of any patient. (
1.1
1.2
1.3
Zydelig is not indicated and is not recommended in combination with bendamustine and/or rituximab for the treatment of FL. (
1.2
Accelerated approval was granted for FL and SLL based on overall response rate. Improvement in patient survival or disease related symptoms has not been established. Continued approval for these indications may be contingent upon verification of clinical benefit in confirmatory trials.
Zydelig is indicated, in combination with rituximab, for the treatment of patients with relapsed chronic lymphocytic leukemia (CLL) for whom rituximab alone would be considered appropriate therapy due to other co-morbidities.

                                 
Limitation of Use
Zydelig is not indicated and is not recommended for first line treatment of patients with CLL.
Zydelig is indicated for the treatment of patients with relapsed follicular B-cell non-Hodgkin lymphoma (FL) who have received at least two prior systemic therapies.
Accelerated approval was granted for this indication based on Overall Response Rate 
[see 
Clinical Studies (14.2)

                                 
Limitation of Use
Zydelig is not indicated and is not recommended for first line treatment of patients with FL.

                                 
Zydelig is not indicated and is not recommended in combination with bendamustine and/or rituximab for the treatment of FL.
Zydelig is indicated for the treatment of patients with relapsed small lymphocytic lymphoma (SLL) who have received at least two prior systemic therapies.
Accelerated approval was granted for this indication based on Overall Response Rate 
[see 
Clinical Studies (14.3)

                                 
Limitation of Use
Zydelig is not indicated and is not recommended for first line treatment of patients with SLL.",0.0,0.0,0.0,0.0,1.0,3,1.0,Indication: Treatment
DOID_1040,DB11581,../DailyMedExtracter/prescription/temp_xml/2284c7ad-cd64-4d4c-0355-1e21172bba43.xml,"Concomitant use of VENCLEXTA with 
 strong
 [see Dosage and Administration (
 2.4
 7.1
 Concomitant use with strong CYP3A inhibitors at initiation and during ramp-up phase in patients with CLL/SLL is contraindicated. (
 2.4
 4
 7.1",0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,3,0.3333333333333333,No consensus
DOID_1040,DB11581,2284c7ad-cd64-4d4c-0355-1e21172bba43.xml,"['VENCLEXTA is a BCL-2 inhibitor indicated:', '\n                           ', 'For the treatment of adult patients with chronic lymphocytic leukemia (CLL) or small lymphocytic lymphoma (SLL). (', '1.1', 'In combination with azacitidine or decitabine or low-dose cytarabine for the treatment of  newly-diagnosed acute myeloid leukemia (AML) in adults who are age 75 years or older, or who have comorbidities that preclude use of intensive induction chemotherapy.', None, '1.2', '\n                           ', 'VENCLEXTA is indicated for the treatment of adult patients with chronic lymphocytic leukemia (CLL) or small lymphocytic lymphoma (SLL).', '\n                           ', 'VENCLEXTA is indicated in combination with azacitidine, or decitabine, or low-dose cytarabine for the treatment of newly-diagnosed acute myeloid leukemia (AML) in adults who are age 75 years or older, or who have comorbidities that preclude use of intensive induction chemotherapy.', '\n                           ', 'This indication is approved under accelerated approval based on response rates ', '[see Clinical Studies (', '14.2']",0.0,0.0,0.0,0.0,1.0,3,1.0,Indication: Treatment
DOID_10456,DB00833,604489fd-beea-4b3a-abcc-cd6e692bef84.xml,"Cefaclor is indicated in the treatment of the following infections when caused by susceptible strains of the designated microorganisms:

                           
Otitis media
Streptococcus pneumoniae, Haemophilus influenzae, 
Streptococcus pyogenes

                           
Note: 
ë_
Haemophilus influenzae 
in vitro 

                           
Lower respiratory tract infections
Streptococcus pneumoniae, Haemophilus influenzae,
Streptococcus pyogenes 

                           
Note: 
ë_
Haemophilus influenzae 
in vitro 

                           
Pharyngitis and Tonsillitis
Streptococcus pyogenes

                           
Note: 

                           
Urinary tract infections
Escherichia coli, Proteus mirabilis, Klebsiella 

                           
Skin and skin structure infections
Staphylococcus aureus
Streptococcus pyogenes
Appropriate culture and susceptibility studies should be performed to determine susceptibility of the causative organism to cefaclor.
To reduce the development of drug-resistant bacteria and maintain the effectiveness of Cefaclor for Oral Suspension and other antibacterial drugs, Cefaclor for Oral Suspension should be used only to treat or prevent infections that are proven or strongly suspected to be caused by susceptible bacteria. When culture and susceptibility information are available, they should be considered in selecting or modifying antibacterial therapy. In the absence of such data, local epidemiology and susceptibility patterns may contribute to the empiric selection of therapy.",0.0,0.0,0.0,0.0,1.0,3,1.0,Indication: Treatment
DOID_10456,DB01140,eaf9b4bf-aa93-417b-8d6e-d6e2e6fdde0a.xml,"Cefadroxil Capsules, USP are indicated for the treatment of patients with infection caused by susceptible strains of the designated organisms in the following diseases: 
Urinary tract infections caused by 
E. coli, P. mirabilis
Klebsiella
Skin and skin structure infections caused by 
staphylococci
streptococci.
Pharyngitis and/or tonsillitis caused by 
Streptococcus 
pyogenes
Note: Only penicillin by the intramuscular route of administration has been shown to be effective in the prophylaxis of rheumatic fever. Cefadroxil is generally effective in the eradication of streptococci from the oropharynx. However, data establishing the efficacy of cefadroxil for the prophylaxis of subsequent rheumatic fever are not available.

                     
Note:
To reduce the development of drug-resistant bacteria and maintain the effectiveness of Cefadroxil Capsules, USP and other antibacterial drugs, Cefadroxil Capsules, USP should be used only to treat or prevent infections that are proven or strongly suspected to be caused by susceptible bacteria. When culture and susceptibility information are available, they should be considered in selecting or modifying antibacterial therapy. In the absence of such data, local epidemiology and susceptibility patterns may contribute to the empiric selection of therapy. ",0.0,0.0,0.0,0.0,1.0,3,1.0,Indication: Treatment
DOID_10456,DB01415,d1672f05-b1ee-40f9-9b4c-7ba2fad264fc.xml,"CEDAX (ceftibuten) is indicated for the treatment of individuals with mild-to-moderate infections caused by susceptible strains of the designated microorganisms in the specific conditions listed below (see 

                        
DOSAGE AND ADMINISTRATION

                        
CLINICAL STUDIES

                     
Acute Bacterial Exacerbations of Chronic Bronchitis
Haemophilus influenzae
Moraxella catarrhalis
Streptococcus pneumoniae

                           
NOTE: 
Moraxella catarrhalis

                           
Acute Bacterial Otitis Media
Haemophilus influenzae
Moraxella catarrhalis
Streptococcus pyogenes.

                           
NOTE: 
Streptococcus pneumoniae
only
Streptococcus pneumoniae

                           
Pharyngitis and Tonsillitis
Streptococcus pyogenes.

                           
NOTE: 
Streptococcus pyogenes",0.0,0.0,0.0,0.0,1.0,3,1.0,Indication: Treatment
