DO_ID,DB_ID,Label_ID,Contraindication,Effect,IDK,Indication: Symptomatic Relief,Indication: Treatment,worker_answers,inter_agree_workers,relation,Section,Set_ID,Drug_Brand_Name,UNII_ID,Context,WordCount,Drug_name,Unnamed: 0,disease,Annotation
DOID_1205,DB00268,562758e3-f835-43ea-9f35-651b3d37596d.xml,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,3.0,0.6666666666666666,Contraindication,Contraindications,fb0fae45-f54f-4c68-ac72-9396d9874ca4,Ropinirole,030PYR8953,"Ropinirole extended-release tablets are contraindicated in patients known to have a hypersensitivity/allergic reaction including urticaria, angioedema, rash, pruritus) to ropinirole or any of the excipients.
History of hypersensitivity/ allergic reaction (including urticaria, angioedema, rash, pruritus) to ropinirole or to any of the excipients (4)",44.0,Ropinirole,,,
DOID_1555,DB00268,562758e3-f835-43ea-9f35-651b3d37596d.xml,0.0,0.0,0.0,0.0,1.0,3.0,1.0,Indication: Treatment,Contraindications,fb0fae45-f54f-4c68-ac72-9396d9874ca4,Ropinirole,030PYR8953,"Ropinirole extended-release tablets are contraindicated in patients known to have a hypersensitivity/allergic reaction including urticaria, angioedema, rash, pruritus) to ropinirole or any of the excipients.
History of hypersensitivity/ allergic reaction (including urticaria, angioedema, rash, pruritus) to ropinirole or to any of the excipients (4)",44.0,Ropinirole,,,
DOID_1558,DB00268,562758e3-f835-43ea-9f35-651b3d37596d.xml,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,3.0,0.6666666666666666,Contraindication,Contraindications,fb0fae45-f54f-4c68-ac72-9396d9874ca4,Ropinirole,030PYR8953,"Ropinirole extended-release tablets are contraindicated in patients known to have a hypersensitivity/allergic reaction including urticaria, angioedema, rash, pruritus) to ropinirole or any of the excipients.
History of hypersensitivity/ allergic reaction (including urticaria, angioedema, rash, pruritus) to ropinirole or to any of the excipients (4)",44.0,Ropinirole,,,
DOID_0050486,DB06016,03e4d2c4-600f-42a3-966e-254b83f38ccd.xml,0.0,0.0,0.0,1.0,0.0,3.0,1.0,Indication: Symptomatic Relief,Contraindications,4b5f7c65-aa2d-452a-b3db-bc85c06ff12f,Vraylar,F6RJL8B278,"VRAYLAR is contraindicated in patients with history of a hypersensitivity reaction to cariprazine. Reactions have ranged from rash, pruritus, urticaria, and events suggestive of angioedema (e.g., swollen tongue, lip swelling, face edema, pharyngeal edema, and swelling face).
Known hypersensitivity to VRAYLAR (
4",43.0,Cariprazine,,,
DOID_1205,DB06016,03e4d2c4-600f-42a3-966e-254b83f38ccd.xml,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,3.0,0.6666666666666666,Indication: Treatment,Contraindications,4b5f7c65-aa2d-452a-b3db-bc85c06ff12f,Vraylar,F6RJL8B278,"VRAYLAR is contraindicated in patients with history of a hypersensitivity reaction to cariprazine. Reactions have ranged from rash, pruritus, urticaria, and events suggestive of angioedema (e.g., swollen tongue, lip swelling, face edema, pharyngeal edema, and swelling face).
Known hypersensitivity to VRAYLAR (
4",43.0,Cariprazine,,,
DOID_1558,DB06016,03e4d2c4-600f-42a3-966e-254b83f38ccd.xml,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,3.0,0.6666666666666666,Effect,Contraindications,4b5f7c65-aa2d-452a-b3db-bc85c06ff12f,Vraylar,F6RJL8B278,"VRAYLAR is contraindicated in patients with history of a hypersensitivity reaction to cariprazine. Reactions have ranged from rash, pruritus, urticaria, and events suggestive of angioedema (e.g., swollen tongue, lip swelling, face edema, pharyngeal edema, and swelling face).
Known hypersensitivity to VRAYLAR (
4",43.0,Cariprazine,,,
DOID_0050486,DB08909,f8c326e1-5ef4-4b5a-88d4-77159f571e43.xml,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,3.0,0.6666666666666666,Indication: Symptomatic Relief,Contraindications,900e7dc0-9afe-4f50-80de-90567bb78519,Ravicti,ZH6F1VCV7B,"RAVICTI is contraindicated in patients with known hypersensitivity to phenylbutyrate. Signs of hypersensitivity include wheezing, dyspnea, coughing, hypotension, flushing, nausea, and rash.
Known hypersensitivity to phenylbutyrate. (
4",28.0,Glycerol phenylbutyrate,,,
DOID_1205,DB08909,f8c326e1-5ef4-4b5a-88d4-77159f571e43.xml,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,3.0,0.6666666666666666,Indication: Symptomatic Relief,Contraindications,900e7dc0-9afe-4f50-80de-90567bb78519,Ravicti,ZH6F1VCV7B,"RAVICTI is contraindicated in patients with known hypersensitivity to phenylbutyrate. Signs of hypersensitivity include wheezing, dyspnea, coughing, hypotension, flushing, nausea, and rash.
Known hypersensitivity to phenylbutyrate. (
4",28.0,Glycerol phenylbutyrate,,,
DOID_0050486,DB09128,7bb8afc7-c9c3-deb7-e053-2a91aa0ae6d3.xml,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,3.0,0.6666666666666666,Indication: Treatment,Contraindications,2d301358-6291-4ec1-bd87-37b4ad9bd850,REXULTI,2J3YBM1K8C,"REXULTI is contraindicated in patients with a known hypersensitivity to brexpiprazole or any of its components. Reactions have included rash, facial swelling, urticaria, and anaphylaxis.
Known hypersensitivity to REXULTI or any of its components ( 
4",36.0,Brexpiprazole,,,
DOID_1555,DB09128,7bb8afc7-c9c3-deb7-e053-2a91aa0ae6d3.xml,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,3.0,0.6666666666666666,Contraindication,Contraindications,2d301358-6291-4ec1-bd87-37b4ad9bd850,REXULTI,2J3YBM1K8C,"REXULTI is contraindicated in patients with a known hypersensitivity to brexpiprazole or any of its components. Reactions have included rash, facial swelling, urticaria, and anaphylaxis.
Known hypersensitivity to REXULTI or any of its components ( 
4",36.0,Brexpiprazole,,,
DOID_0050782,DB00213,18f7b809-b270-4d44-8065-685bac30efc0.xml,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,3.0,0.6666666666666666,Indication: Treatment,Indications,18f7b809-b270-4d44-8065-685bac30efc0,PANTOPRAZOLE SODIUM,D8TST4O562,"Pantoprazole sodium delayed-release tablets are indicated for:
Pantoprazole sodium delayed-release tablet is a proton pump inhibitor indicated for the following:
 
Short-Term Treatment of Erosive Esophagitis Associated with Gastroesophageal Reflux Disease (GERD) (
1.1
Maintenance of Healing of Erosive Esophagitis (
1.2
Pathological Hypersecretory Conditions Including Zollinger-Ellison Syndrome (
1.3
 
Pantoprazole sodium delayed-release tablets are indicated in adults for the short-term treatment (up to 8 weeks) in the healing and symptomatic relief of erosive esophagitis. For those adult patients who have not healed after 8 weeks of treatment, an additional 8-week course of pantoprazole sodium delayed-release tablets may be considered. Safety of treatment beyond 8 weeks in pediatric patients has not been established.
Pediatric indication and usage information in pediatric patients ages five years and older with erosive esophagitis associated with GERD is approved for Wyeth Pharmaceuticals Inc.'s pantoprazole sodium delayed-release tablets. However, due to Wyeth Pharmaceuticals Inc.'s marketing exclusivity rights, this drug product is not labeled with that pediatric information.
Pantoprazole sodium delayed-release tablets are indicated for maintenance of healing of erosive esophagitis and reduction in relapse rates of daytime and nighttime heartburn symptoms in adult patients with GERD. Controlled studies did not extend beyond 12 months.
Pantoprazole sodium delayed-release tablets are indicated for the long-term treatment of pathological hypersecretory conditions, including Zollinger-Ellison syndrome.",214.0,Pantoprazole,,,
DOID_11963,DB00213,18f7b809-b270-4d44-8065-685bac30efc0.xml,0.0,0.0,0.0,0.0,1.0,3.0,1.0,Indication: Treatment,Indications,18f7b809-b270-4d44-8065-685bac30efc0,PANTOPRAZOLE SODIUM,D8TST4O562,"Pantoprazole sodium delayed-release tablets are indicated for:
Pantoprazole sodium delayed-release tablet is a proton pump inhibitor indicated for the following:
 
Short-Term Treatment of Erosive Esophagitis Associated with Gastroesophageal Reflux Disease (GERD) (
1.1
Maintenance of Healing of Erosive Esophagitis (
1.2
Pathological Hypersecretory Conditions Including Zollinger-Ellison Syndrome (
1.3
 
Pantoprazole sodium delayed-release tablets are indicated in adults for the short-term treatment (up to 8 weeks) in the healing and symptomatic relief of erosive esophagitis. For those adult patients who have not healed after 8 weeks of treatment, an additional 8-week course of pantoprazole sodium delayed-release tablets may be considered. Safety of treatment beyond 8 weeks in pediatric patients has not been established.
Pediatric indication and usage information in pediatric patients ages five years and older with erosive esophagitis associated with GERD is approved for Wyeth Pharmaceuticals Inc.'s pantoprazole sodium delayed-release tablets. However, due to Wyeth Pharmaceuticals Inc.'s marketing exclusivity rights, this drug product is not labeled with that pediatric information.
Pantoprazole sodium delayed-release tablets are indicated for maintenance of healing of erosive esophagitis and reduction in relapse rates of daytime and nighttime heartburn symptoms in adult patients with GERD. Controlled studies did not extend beyond 12 months.
Pantoprazole sodium delayed-release tablets are indicated for the long-term treatment of pathological hypersecretory conditions, including Zollinger-Ellison syndrome.",214.0,Pantoprazole,,,
DOID_8534,DB00213,18f7b809-b270-4d44-8065-685bac30efc0.xml,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,3.0,0.6666666666666666,Indication: Treatment,Indications,18f7b809-b270-4d44-8065-685bac30efc0,PANTOPRAZOLE SODIUM,D8TST4O562,"Pantoprazole sodium delayed-release tablets are indicated for:
Pantoprazole sodium delayed-release tablet is a proton pump inhibitor indicated for the following:
 
Short-Term Treatment of Erosive Esophagitis Associated with Gastroesophageal Reflux Disease (GERD) (
1.1
Maintenance of Healing of Erosive Esophagitis (
1.2
Pathological Hypersecretory Conditions Including Zollinger-Ellison Syndrome (
1.3
 
Pantoprazole sodium delayed-release tablets are indicated in adults for the short-term treatment (up to 8 weeks) in the healing and symptomatic relief of erosive esophagitis. For those adult patients who have not healed after 8 weeks of treatment, an additional 8-week course of pantoprazole sodium delayed-release tablets may be considered. Safety of treatment beyond 8 weeks in pediatric patients has not been established.
Pediatric indication and usage information in pediatric patients ages five years and older with erosive esophagitis associated with GERD is approved for Wyeth Pharmaceuticals Inc.'s pantoprazole sodium delayed-release tablets. However, due to Wyeth Pharmaceuticals Inc.'s marketing exclusivity rights, this drug product is not labeled with that pediatric information.
Pantoprazole sodium delayed-release tablets are indicated for maintenance of healing of erosive esophagitis and reduction in relapse rates of daytime and nighttime heartburn symptoms in adult patients with GERD. Controlled studies did not extend beyond 12 months.
Pantoprazole sodium delayed-release tablets are indicated for the long-term treatment of pathological hypersecretory conditions, including Zollinger-Ellison syndrome.",214.0,Pantoprazole,,,
DOID_0050782,DB00736,852db1c1-536f-5f1e-e053-2991aa0a4b12.xml,0.0,0.0,0.0,0.0,1.0,3.0,1.0,Indication: Treatment,Indications,852e15e0-29e9-2316-e053-2a91aa0a2a9e,Esomeprazole Magnesium,N3PA6559FT,"Esomeprazole magnesium delayed-release capsule USP is a proton pump inhibitor indicated for the following: 
 
Treatment of gastroesophageal reflux disease (GERD) ( 
1.1
Risk reduction of NSAID-associated gastric ulcer ( 
1.2
 
 H. pylori
(1.3)
 Pathological hypersecretory conditions, including Zollinger-Ellison syndrome ( 
1.4
 Healing of Erosive Esophagitis 
Esomeprazole magnesium delayed-release capsules are indicated for the short-term treatment (4 to 8 weeks) in the healing and symptomatic resolution of diagnostically confirmed erosive esophagitis. For those patients who have not healed after 4 to 8 weeks of treatment, an additional 4 to 8 week course of esomeprazole magnesium delayed-release capsules may be considered. 
In infants 1 month to less than 1 year, esomeprazole magnesium delayed-release capsules are indicated for short-term treatment (up to 6 weeks) of erosive esophagitis due to acid-mediated GERD. 
Maintenance of Healing of Erosive Esophagitis 
Esomeprazole magnesium delayed-release capsules are indicated to maintain symptom resolution and healing of erosive esophagitis. Controlled studies do not extend beyond 6 months. 
Symptomatic Gastroesophageal Reflux Disease 
Esomeprazole magnesium delayed-release capsules are indicated for short-term treatment (4 to 8 weeks) of heartburn and other symptoms associated with GERD in adults and children 1 year or older. 
Esomeprazole magnesium delayed-release capsules are indicated for the reduction in the occurrence of gastric ulcers associated with continuous NSAID therapy in patients at risk for developing gastric ulcers. Patients are considered to be at risk due to their age (>= 60) and/or documented history of gastric ulcers. Controlled studies do not extend beyond 6 months. 
Triple Therapy (esomeprazole magnesium delayed-release capsules plus amoxicillin and clarithromycin): 
Esomeprazole magnesium delayed-release capsules, in combination with amoxicillin and clarithromycin, are indicated for the treatment of patients with 
H. pylori 
H. pylori
H. pylori
Dosage and Administration 
(2)
Clinical Studies 
(14)
In patients who fail therapy, susceptibility testing should be done. If resistance to clarithromycin is demonstrated or susceptibility testing is not possible, alternative antimicrobial therapy should be instituted [see 
Clinical Pharmacology 
 (12.4)
Esomeprazole magnesium delayed-release capsule USP is indicated for the long-term treatment of pathological hypersecretory conditions, including Zollinger-Ellison Syndrome.",336.0,Esomeprazole,,,
DOID_11963,DB00736,852db1c1-536f-5f1e-e053-2991aa0a4b12.xml,0.0,0.0,0.0,0.0,1.0,3.0,1.0,Indication: Treatment,Indications,852e15e0-29e9-2316-e053-2a91aa0a2a9e,Esomeprazole Magnesium,N3PA6559FT,"Esomeprazole magnesium delayed-release capsule USP is a proton pump inhibitor indicated for the following: 
 
Treatment of gastroesophageal reflux disease (GERD) ( 
1.1
Risk reduction of NSAID-associated gastric ulcer ( 
1.2
 
 H. pylori
(1.3)
 Pathological hypersecretory conditions, including Zollinger-Ellison syndrome ( 
1.4
 Healing of Erosive Esophagitis 
Esomeprazole magnesium delayed-release capsules are indicated for the short-term treatment (4 to 8 weeks) in the healing and symptomatic resolution of diagnostically confirmed erosive esophagitis. For those patients who have not healed after 4 to 8 weeks of treatment, an additional 4 to 8 week course of esomeprazole magnesium delayed-release capsules may be considered. 
In infants 1 month to less than 1 year, esomeprazole magnesium delayed-release capsules are indicated for short-term treatment (up to 6 weeks) of erosive esophagitis due to acid-mediated GERD. 
Maintenance of Healing of Erosive Esophagitis 
Esomeprazole magnesium delayed-release capsules are indicated to maintain symptom resolution and healing of erosive esophagitis. Controlled studies do not extend beyond 6 months. 
Symptomatic Gastroesophageal Reflux Disease 
Esomeprazole magnesium delayed-release capsules are indicated for short-term treatment (4 to 8 weeks) of heartburn and other symptoms associated with GERD in adults and children 1 year or older. 
Esomeprazole magnesium delayed-release capsules are indicated for the reduction in the occurrence of gastric ulcers associated with continuous NSAID therapy in patients at risk for developing gastric ulcers. Patients are considered to be at risk due to their age (>= 60) and/or documented history of gastric ulcers. Controlled studies do not extend beyond 6 months. 
Triple Therapy (esomeprazole magnesium delayed-release capsules plus amoxicillin and clarithromycin): 
Esomeprazole magnesium delayed-release capsules, in combination with amoxicillin and clarithromycin, are indicated for the treatment of patients with 
H. pylori 
H. pylori
H. pylori
Dosage and Administration 
(2)
Clinical Studies 
(14)
In patients who fail therapy, susceptibility testing should be done. If resistance to clarithromycin is demonstrated or susceptibility testing is not possible, alternative antimicrobial therapy should be instituted [see 
Clinical Pharmacology 
 (12.4)
Esomeprazole magnesium delayed-release capsule USP is indicated for the long-term treatment of pathological hypersecretory conditions, including Zollinger-Ellison Syndrome.",336.0,Esomeprazole,,,
DOID_8534,DB00736,852db1c1-536f-5f1e-e053-2991aa0a4b12.xml,0.0,0.0,0.0,0.0,1.0,3.0,1.0,Indication: Treatment,Indications,852e15e0-29e9-2316-e053-2a91aa0a2a9e,Esomeprazole Magnesium,N3PA6559FT,"Esomeprazole magnesium delayed-release capsule USP is a proton pump inhibitor indicated for the following: 
 
Treatment of gastroesophageal reflux disease (GERD) ( 
1.1
Risk reduction of NSAID-associated gastric ulcer ( 
1.2
 
 H. pylori
(1.3)
 Pathological hypersecretory conditions, including Zollinger-Ellison syndrome ( 
1.4
 Healing of Erosive Esophagitis 
Esomeprazole magnesium delayed-release capsules are indicated for the short-term treatment (4 to 8 weeks) in the healing and symptomatic resolution of diagnostically confirmed erosive esophagitis. For those patients who have not healed after 4 to 8 weeks of treatment, an additional 4 to 8 week course of esomeprazole magnesium delayed-release capsules may be considered. 
In infants 1 month to less than 1 year, esomeprazole magnesium delayed-release capsules are indicated for short-term treatment (up to 6 weeks) of erosive esophagitis due to acid-mediated GERD. 
Maintenance of Healing of Erosive Esophagitis 
Esomeprazole magnesium delayed-release capsules are indicated to maintain symptom resolution and healing of erosive esophagitis. Controlled studies do not extend beyond 6 months. 
Symptomatic Gastroesophageal Reflux Disease 
Esomeprazole magnesium delayed-release capsules are indicated for short-term treatment (4 to 8 weeks) of heartburn and other symptoms associated with GERD in adults and children 1 year or older. 
Esomeprazole magnesium delayed-release capsules are indicated for the reduction in the occurrence of gastric ulcers associated with continuous NSAID therapy in patients at risk for developing gastric ulcers. Patients are considered to be at risk due to their age (>= 60) and/or documented history of gastric ulcers. Controlled studies do not extend beyond 6 months. 
Triple Therapy (esomeprazole magnesium delayed-release capsules plus amoxicillin and clarithromycin): 
Esomeprazole magnesium delayed-release capsules, in combination with amoxicillin and clarithromycin, are indicated for the treatment of patients with 
H. pylori 
H. pylori
H. pylori
Dosage and Administration 
(2)
Clinical Studies 
(14)
In patients who fail therapy, susceptibility testing should be done. If resistance to clarithromycin is demonstrated or susceptibility testing is not possible, alternative antimicrobial therapy should be instituted [see 
Clinical Pharmacology 
 (12.4)
Esomeprazole magnesium delayed-release capsule USP is indicated for the long-term treatment of pathological hypersecretory conditions, including Zollinger-Ellison Syndrome.",336.0,Esomeprazole,,,
